conditions,total,adults_in_hh_with_children_and_adults,children_in_hh_with_children_and_adults,population,start_date,end_date,question,household_type,count
Mental Health Disorder,114,11,1,all_persons,2017-01-01,2017-01-31,Q13c1,without_children,102
Mental Health Disorder,114,11,1,all_persons,2017-01-01,2017-01-31,Q13c1,with_only_children,0
Mental Health Disorder,114,11,1,all_persons,2017-01-01,2017-01-31,Q13c1,unknown_household_type,0
Alcohol Use Disorder,17,1,0,all_persons,2017-01-01,2017-01-31,Q13c1,without_children,16
Alcohol Use Disorder,17,1,0,all_persons,2017-01-01,2017-01-31,Q13c1,with_only_children,0
Alcohol Use Disorder,17,1,0,all_persons,2017-01-01,2017-01-31,Q13c1,unknown_household_type,0
Drug Use Disorder,15,6,0,all_persons,2017-01-01,2017-01-31,Q13c1,without_children,9
Drug Use Disorder,15,6,0,all_persons,2017-01-01,2017-01-31,Q13c1,with_only_children,0
Drug Use Disorder,15,6,0,all_persons,2017-01-01,2017-01-31,Q13c1,unknown_household_type,0
Both Alcohol and Drug Use Disorders,19,1,0,all_persons,2017-01-01,2017-01-31,Q13c1,without_children,18
Both Alcohol and Drug Use Disorders,19,1,0,all_persons,2017-01-01,2017-01-31,Q13c1,with_only_children,0
Both Alcohol and Drug Use Disorders,19,1,0,all_persons,2017-01-01,2017-01-31,Q13c1,unknown_household_type,0
Chronic Health Condition,54,6,2,all_persons,2017-01-01,2017-01-31,Q13c1,without_children,46
Chronic Health Condition,54,6,2,all_persons,2017-01-01,2017-01-31,Q13c1,with_only_children,0
Chronic Health Condition,54,6,2,all_persons,2017-01-01,2017-01-31,Q13c1,unknown_household_type,0
HIV/AIDS,90,2,0,all_persons,2017-01-01,2017-01-31,Q13c1,without_children,88
HIV/AIDS,90,2,0,all_persons,2017-01-01,2017-01-31,Q13c1,with_only_children,0
HIV/AIDS,90,2,0,all_persons,2017-01-01,2017-01-31,Q13c1,unknown_household_type,0
Development Disability,24,3,8,all_persons,2017-01-01,2017-01-31,Q13c1,without_children,13
Development Disability,24,3,8,all_persons,2017-01-01,2017-01-31,Q13c1,with_only_children,0
Development Disability,24,3,8,all_persons,2017-01-01,2017-01-31,Q13c1,unknown_household_type,0
Physical Disability,65,5,3,all_persons,2017-01-01,2017-01-31,Q13c1,without_children,57
Physical Disability,65,5,3,all_persons,2017-01-01,2017-01-31,Q13c1,with_only_children,0
Physical Disability,65,5,3,all_persons,2017-01-01,2017-01-31,Q13c1,unknown_household_type,0
