income_range,population,start_date,end_date,question,status,count
No Income,adults,2019-11-01,2019-11-30,Q16,income_at_start,275
No Income,adults,2019-11-01,2019-11-30,Q16,income_at_latest_annual_assessment_for_stayers,10
No Income,adults,2019-11-01,2019-11-30,Q16,income_at_exit_for_leavers,86
$1 -  $150,adults,2019-11-01,2019-11-30,Q16,income_at_start,2
$1 -  $150,adults,2019-11-01,2019-11-30,Q16,income_at_latest_annual_assessment_for_stayers,0
$1 -  $150,adults,2019-11-01,2019-11-30,Q16,income_at_exit_for_leavers,0
$151 - $250,adults,2019-11-01,2019-11-30,Q16,income_at_start,6
$151 - $250,adults,2019-11-01,2019-11-30,Q16,income_at_latest_annual_assessment_for_stayers,0
$151 - $250,adults,2019-11-01,2019-11-30,Q16,income_at_exit_for_leavers,2
$251 - $500,adults,2019-11-01,2019-11-30,Q16,income_at_start,30
$251 - $500,adults,2019-11-01,2019-11-30,Q16,income_at_latest_annual_assessment_for_stayers,1
$251 - $500,adults,2019-11-01,2019-11-30,Q16,income_at_exit_for_leavers,6
$501 - $1000,adults,2019-11-01,2019-11-30,Q16,income_at_start,127
$501 - $1000,adults,2019-11-01,2019-11-30,Q16,income_at_latest_annual_assessment_for_stayers,21
$501 - $1000,adults,2019-11-01,2019-11-30,Q16,income_at_exit_for_leavers,26
$1001 - $1500,adults,2019-11-01,2019-11-30,Q16,income_at_start,97
$1001 - $1500,adults,2019-11-01,2019-11-30,Q16,income_at_latest_annual_assessment_for_stayers,16
$1001 - $1500,adults,2019-11-01,2019-11-30,Q16,income_at_exit_for_leavers,23
$1501 - $2000,adults,2019-11-01,2019-11-30,Q16,income_at_start,73
$1501 - $2000,adults,2019-11-01,2019-11-30,Q16,income_at_latest_annual_assessment_for_stayers,9
$1501 - $2000,adults,2019-11-01,2019-11-30,Q16,income_at_exit_for_leavers,17
$2001+,adults,2019-11-01,2019-11-30,Q16,income_at_start,96
$2001+,adults,2019-11-01,2019-11-30,Q16,income_at_latest_annual_assessment_for_stayers,5
$2001+,adults,2019-11-01,2019-11-30,Q16,income_at_exit_for_leavers,27
Client Doesn't Know/Client Refused,adults,2019-11-01,2019-11-30,Q16,income_at_start,1
Client Doesn't Know/Client Refused,adults,2019-11-01,2019-11-30,Q16,income_at_latest_annual_assessment_for_stayers,0
Client Doesn't Know/Client Refused,adults,2019-11-01,2019-11-30,Q16,income_at_exit_for_leavers,0
Data Not Collected,adults,2019-11-01,2019-11-30,Q16,income_at_start,158
Data Not Collected,adults,2019-11-01,2019-11-30,Q16,income_at_latest_annual_assessment_for_stayers,3
Data Not Collected,adults,2019-11-01,2019-11-30,Q16,income_at_exit_for_leavers,77
Number of Adult Stayers not yet Required to Have an Annual Assessment,adults,2019-11-01,2019-11-30,Q16,income_at_start,0
Number of Adult Stayers not yet Required to Have an Annual Assessment,adults,2019-11-01,2019-11-30,Q16,income_at_latest_annual_assessment_for_stayers,438
Number of Adult Stayers not yet Required to Have an Annual Assessment,adults,2019-11-01,2019-11-30,Q16,income_at_exit_for_leavers,0
Number of Adult Stayers without Required Annual Assessment,adults,2019-11-01,2019-11-30,Q16,income_at_start,0
Number of Adult Stayers without Required Annual Assessment,adults,2019-11-01,2019-11-30,Q16,income_at_latest_annual_assessment_for_stayers,98
Number of Adult Stayers without Required Annual Assessment,adults,2019-11-01,2019-11-30,Q16,income_at_exit_for_leavers,0
Total Adults,adults,2019-11-01,2019-11-30,Q16,income_at_start,865
Total Adults,adults,2019-11-01,2019-11-30,Q16,income_at_latest_annual_assessment_for_stayers,601
Total Adults,adults,2019-11-01,2019-11-30,Q16,income_at_exit_for_leavers,264
