count_non_cash_benefits,population,start_date,end_date,question,status,count
No Sources,all_persons,2019-11-01,2019-11-30,Q20b,benefit_at_entry,484
No Sources,all_persons,2019-11-01,2019-11-30,Q20b,benefit_at_latest_annual_assessment_for_stayers,24
No Sources,all_persons,2019-11-01,2019-11-30,Q20b,benefit_at_exit_for_leavers,120
1 + Source(s),all_persons,2019-11-01,2019-11-30,Q20b,benefit_at_entry,258
1 + Source(s),all_persons,2019-11-01,2019-11-30,Q20b,benefit_at_latest_annual_assessment_for_stayers,37
1 + Source(s),all_persons,2019-11-01,2019-11-30,Q20b,benefit_at_exit_for_leavers,77
Client Doesn't Know/Client Refused,all_persons,2019-11-01,2019-11-30,Q20b,benefit_at_entry,1
Client Doesn't Know/Client Refused,all_persons,2019-11-01,2019-11-30,Q20b,benefit_at_latest_annual_assessment_for_stayers,0
Client Doesn't Know/Client Refused,all_persons,2019-11-01,2019-11-30,Q20b,benefit_at_exit_for_leavers,0
Data Not Collected/Not stayed long enough for Annual Assessment,all_persons,2019-11-01,2019-11-30,Q20b,benefit_at_entry,122
Data Not Collected/Not stayed long enough for Annual Assessment,all_persons,2019-11-01,2019-11-30,Q20b,benefit_at_latest_annual_assessment_for_stayers,540
Data Not Collected/Not stayed long enough for Annual Assessment,all_persons,2019-11-01,2019-11-30,Q20b,benefit_at_exit_for_leavers,67
