length,total,population,start_date,end_date,question,status,count
30 days or less,429,all_persons,2019-11-01,2019-11-30,Q22a1,leavers,220
30 days or less,429,all_persons,2019-11-01,2019-11-30,Q22a1,stayers,209
31 to 60 days,142,all_persons,2019-11-01,2019-11-30,Q22a1,leavers,28
31 to 60 days,142,all_persons,2019-11-01,2019-11-30,Q22a1,stayers,114
61 to 90 days,93,all_persons,2019-11-01,2019-11-30,Q22a1,leavers,26
61 to 90 days,93,all_persons,2019-11-01,2019-11-30,Q22a1,stayers,67
91 to 180 days,200,all_persons,2019-11-01,2019-11-30,Q22a1,leavers,17
91 to 180 days,200,all_persons,2019-11-01,2019-11-30,Q22a1,stayers,183
181 to 365 days,125,all_persons,2019-11-01,2019-11-30,Q22a1,leavers,9
181 to 365 days,125,all_persons,2019-11-01,2019-11-30,Q22a1,stayers,116
366 to 730 Days (1-2 Yrs),103,all_persons,2019-11-01,2019-11-30,Q22a1,leavers,1
366 to 730 Days (1-2 Yrs),103,all_persons,2019-11-01,2019-11-30,Q22a1,stayers,102
"731 to 1,095 Days (2-3 Yrs)",32,all_persons,2019-11-01,2019-11-30,Q22a1,leavers,0
"731 to 1,095 Days (2-3 Yrs)",32,all_persons,2019-11-01,2019-11-30,Q22a1,stayers,32
"1,096 to 1,460 Days (3-4 Yrs)",33,all_persons,2019-11-01,2019-11-30,Q22a1,leavers,0
"1,096 to 1,460 Days (3-4 Yrs)",33,all_persons,2019-11-01,2019-11-30,Q22a1,stayers,33
"1,461 to 1,825 Days (5-5 Yrs)",9,all_persons,2019-11-01,2019-11-30,Q22a1,leavers,0
"1,461 to 1,825 Days (5-5 Yrs)",9,all_persons,2019-11-01,2019-11-30,Q22a1,stayers,9
"More than 1,825 Days (>5 Yrs)",33,all_persons,2019-11-01,2019-11-30,Q22a1,leavers,0
"More than 1,825 Days (>5 Yrs)",33,all_persons,2019-11-01,2019-11-30,Q22a1,stayers,33
Data Not Collected,0,all_persons,2019-11-01,2019-11-30,Q22a1,leavers,0
Data Not Collected,0,all_persons,2019-11-01,2019-11-30,Q22a1,stayers,0
