ethnicity,total,population,start_date,end_date,question,household_type,count
Non-Hispanic/Non-Latin(a)(o)(x),1087,all_persons,2019-11-01,2019-11-30,Q12b,without_children,629
Non-Hispanic/Non-Latin(a)(o)(x),1087,all_persons,2019-11-01,2019-11-30,Q12b,with_children_and_adults,434
Non-Hispanic/Non-Latin(a)(o)(x),1087,all_persons,2019-11-01,2019-11-30,Q12b,with_only_children,14
Non-Hispanic/Non-Latin(a)(o)(x),1087,all_persons,2019-11-01,2019-11-30,Q12b,unknown_household_type,10
Hispanic/Latin(a)(o)(x),103,all_persons,2019-11-01,2019-11-30,Q12b,without_children,34
Hispanic/Latin(a)(o)(x),103,all_persons,2019-11-01,2019-11-30,Q12b,with_children_and_adults,67
Hispanic/Latin(a)(o)(x),103,all_persons,2019-11-01,2019-11-30,Q12b,with_only_children,2
Hispanic/Latin(a)(o)(x),103,all_persons,2019-11-01,2019-11-30,Q12b,unknown_household_type,0
Client Doesn't Know/Client Refused,2,all_persons,2019-11-01,2019-11-30,Q12b,without_children,1
Client Doesn't Know/Client Refused,2,all_persons,2019-11-01,2019-11-30,Q12b,with_children_and_adults,1
Client Doesn't Know/Client Refused,2,all_persons,2019-11-01,2019-11-30,Q12b,with_only_children,0
Client Doesn't Know/Client Refused,2,all_persons,2019-11-01,2019-11-30,Q12b,unknown_household_type,0
Data Not Collected,7,all_persons,2019-11-01,2019-11-30,Q12b,without_children,2
Data Not Collected,7,all_persons,2019-11-01,2019-11-30,Q12b,with_children_and_adults,2
Data Not Collected,7,all_persons,2019-11-01,2019-11-30,Q12b,with_only_children,0
Data Not Collected,7,all_persons,2019-11-01,2019-11-30,Q12b,unknown_household_type,3
