count_conditions,total,adults_in_hh_with_children_and_adults,children_in_hh_with_children_and_adults,population,start_date,end_date,question,household_type,count
None,661,140,258,all_persons,2019-11-01,2019-11-30,Q13a2,without_children,241
None,661,140,258,all_persons,2019-11-01,2019-11-30,Q13a2,with_only_children,13
None,661,140,258,all_persons,2019-11-01,2019-11-30,Q13a2,unknown_household_type,9
1 Condition,222,27,9,all_persons,2019-11-01,2019-11-30,Q13a2,without_children,185
1 Condition,222,27,9,all_persons,2019-11-01,2019-11-30,Q13a2,with_only_children,0
1 Condition,222,27,9,all_persons,2019-11-01,2019-11-30,Q13a2,unknown_household_type,1
2 Conditions,105,9,3,all_persons,2019-11-01,2019-11-30,Q13a2,without_children,93
2 Conditions,105,9,3,all_persons,2019-11-01,2019-11-30,Q13a2,with_only_children,0
2 Conditions,105,9,3,all_persons,2019-11-01,2019-11-30,Q13a2,unknown_household_type,0
3+ Conditions,66,3,0,all_persons,2019-11-01,2019-11-30,Q13a2,without_children,63
3+ Conditions,66,3,0,all_persons,2019-11-01,2019-11-30,Q13a2,with_only_children,0
3+ Conditions,66,3,0,all_persons,2019-11-01,2019-11-30,Q13a2,unknown_household_type,0
Condition Unknown,68,1,0,all_persons,2019-11-01,2019-11-30,Q13a2,without_children,67
Condition Unknown,68,1,0,all_persons,2019-11-01,2019-11-30,Q13a2,with_only_children,0
Condition Unknown,68,1,0,all_persons,2019-11-01,2019-11-30,Q13a2,unknown_household_type,0
Client Doesn't Know/Client Refused,1,0,0,all_persons,2019-11-01,2019-11-30,Q13a2,without_children,1
Client Doesn't Know/Client Refused,1,0,0,all_persons,2019-11-01,2019-11-30,Q13a2,with_only_children,0
Client Doesn't Know/Client Refused,1,0,0,all_persons,2019-11-01,2019-11-30,Q13a2,unknown_household_type,0
Data Not Collected,76,15,39,all_persons,2019-11-01,2019-11-30,Q13a2,without_children,16
Data Not Collected,76,15,39,all_persons,2019-11-01,2019-11-30,Q13a2,with_only_children,3
Data Not Collected,76,15,39,all_persons,2019-11-01,2019-11-30,Q13a2,unknown_household_type,3
