veteran_status_persons,total,population,start_date,end_date,question,household_type,count
Chronically Homeless Veteran,16,all_persons,2019-11-01,2019-11-30,Q25a,without_children,16
Chronically Homeless Veteran,16,all_persons,2019-11-01,2019-11-30,Q25a,with_children_and_adults,0
Chronically Homeless Veteran,16,all_persons,2019-11-01,2019-11-30,Q25a,unknown_household_type,0
Non-Chronically Homeless Veteran,27,all_persons,2019-11-01,2019-11-30,Q25a,without_children,21
Non-Chronically Homeless Veteran,27,all_persons,2019-11-01,2019-11-30,Q25a,with_children_and_adults,5
Non-Chronically Homeless Veteran,27,all_persons,2019-11-01,2019-11-30,Q25a,unknown_household_type,1
Not a Veteran,809,all_persons,2019-11-01,2019-11-30,Q25a,without_children,620
Not a Veteran,809,all_persons,2019-11-01,2019-11-30,Q25a,with_children_and_adults,186
Not a Veteran,809,all_persons,2019-11-01,2019-11-30,Q25a,unknown_household_type,3
Client Doesn't Know/Client Refused,0,all_persons,2019-11-01,2019-11-30,Q25a,without_children,0
Client Doesn't Know/Client Refused,0,all_persons,2019-11-01,2019-11-30,Q25a,with_children_and_adults,0
Client Doesn't Know/Client Refused,0,all_persons,2019-11-01,2019-11-30,Q25a,unknown_household_type,0
Data Not Collected,13,all_persons,2019-11-01,2019-11-30,Q25a,without_children,9
Data Not Collected,13,all_persons,2019-11-01,2019-11-30,Q25a,with_children_and_adults,4
Data Not Collected,13,all_persons,2019-11-01,2019-11-30,Q25a,unknown_household_type,0
