count_non_cash_benefits,population,start_date,end_date,question,status,count
No Sources,all_persons,2015-02-01,2015-02-28,Q20b,benefit_at_entry,247
No Sources,all_persons,2015-02-01,2015-02-28,Q20b,benefit_at_latest_annual_assessment_for_stayers,4
No Sources,all_persons,2015-02-01,2015-02-28,Q20b,benefit_at_exit_for_leavers,71
1 + Source(s),all_persons,2015-02-01,2015-02-28,Q20b,benefit_at_entry,155
1 + Source(s),all_persons,2015-02-01,2015-02-28,Q20b,benefit_at_latest_annual_assessment_for_stayers,7
1 + Source(s),all_persons,2015-02-01,2015-02-28,Q20b,benefit_at_exit_for_leavers,53
Client Doesn't Know/Client Refused,all_persons,2015-02-01,2015-02-28,Q20b,benefit_at_entry,1
Client Doesn't Know/Client Refused,all_persons,2015-02-01,2015-02-28,Q20b,benefit_at_latest_annual_assessment_for_stayers,0
Client Doesn't Know/Client Refused,all_persons,2015-02-01,2015-02-28,Q20b,benefit_at_exit_for_leavers,1
Data Not Collected/Not stayed long enough for Annual Assessment,all_persons,2015-02-01,2015-02-28,Q20b,benefit_at_entry,45
Data Not Collected/Not stayed long enough for Annual Assessment,all_persons,2015-02-01,2015-02-28,Q20b,benefit_at_latest_annual_assessment_for_stayers,303
Data Not Collected/Not stayed long enough for Annual Assessment,all_persons,2015-02-01,2015-02-28,Q20b,benefit_at_exit_for_leavers,9
