length,total,population,start_date,end_date,question,status,count
30 days or less,226,all_persons,2015-02-01,2015-02-28,Q22a1,leavers,120
30 days or less,226,all_persons,2015-02-01,2015-02-28,Q22a1,stayers,106
31 to 60 days,75,all_persons,2015-02-01,2015-02-28,Q22a1,leavers,11
31 to 60 days,75,all_persons,2015-02-01,2015-02-28,Q22a1,stayers,64
61 to 90 days,67,all_persons,2015-02-01,2015-02-28,Q22a1,leavers,23
61 to 90 days,67,all_persons,2015-02-01,2015-02-28,Q22a1,stayers,44
91 to 180 days,81,all_persons,2015-02-01,2015-02-28,Q22a1,leavers,17
91 to 180 days,81,all_persons,2015-02-01,2015-02-28,Q22a1,stayers,64
181 to 365 days,45,all_persons,2015-02-01,2015-02-28,Q22a1,leavers,1
181 to 365 days,45,all_persons,2015-02-01,2015-02-28,Q22a1,stayers,44
366 to 730 Days (1-2 Yrs),19,all_persons,2015-02-01,2015-02-28,Q22a1,leavers,1
366 to 730 Days (1-2 Yrs),19,all_persons,2015-02-01,2015-02-28,Q22a1,stayers,18
"731 to 1,095 Days (2-3 Yrs)",18,all_persons,2015-02-01,2015-02-28,Q22a1,leavers,0
"731 to 1,095 Days (2-3 Yrs)",18,all_persons,2015-02-01,2015-02-28,Q22a1,stayers,18
"1,096 to 1,460 Days (3-4 Yrs)",11,all_persons,2015-02-01,2015-02-28,Q22a1,leavers,0
"1,096 to 1,460 Days (3-4 Yrs)",11,all_persons,2015-02-01,2015-02-28,Q22a1,stayers,11
"1,461 to 1,825 Days (5-5 Yrs)",13,all_persons,2015-02-01,2015-02-28,Q22a1,leavers,0
"1,461 to 1,825 Days (5-5 Yrs)",13,all_persons,2015-02-01,2015-02-28,Q22a1,stayers,13
"More than 1,825 Days (>5 Yrs)",44,all_persons,2015-02-01,2015-02-28,Q22a1,leavers,0
"More than 1,825 Days (>5 Yrs)",44,all_persons,2015-02-01,2015-02-28,Q22a1,stayers,44
Data Not Collected,0,all_persons,2015-02-01,2015-02-28,Q22a1,leavers,0
Data Not Collected,0,all_persons,2015-02-01,2015-02-28,Q22a1,stayers,0
