dv_fleeing,total,population,start_date,end_date,question,household_type,count
Yes,0,all_persons,2015-02-01,2015-02-28,Q14b,without_children,0
Yes,0,all_persons,2015-02-01,2015-02-28,Q14b,with_children_and_adults,0
Yes,0,all_persons,2015-02-01,2015-02-28,Q14b,with_only_children,0
Yes,0,all_persons,2015-02-01,2015-02-28,Q14b,unknown_household_type,0
No,1,all_persons,2015-02-01,2015-02-28,Q14b,without_children,0
No,1,all_persons,2015-02-01,2015-02-28,Q14b,with_children_and_adults,1
No,1,all_persons,2015-02-01,2015-02-28,Q14b,with_only_children,0
No,1,all_persons,2015-02-01,2015-02-28,Q14b,unknown_household_type,0
Client Doesn't Know/Client Refused,0,all_persons,2015-02-01,2015-02-28,Q14b,without_children,0
Client Doesn't Know/Client Refused,0,all_persons,2015-02-01,2015-02-28,Q14b,with_children_and_adults,0
Client Doesn't Know/Client Refused,0,all_persons,2015-02-01,2015-02-28,Q14b,with_only_children,0
Client Doesn't Know/Client Refused,0,all_persons,2015-02-01,2015-02-28,Q14b,unknown_household_type,0
Data Not Collected,46,all_persons,2015-02-01,2015-02-28,Q14b,without_children,28
Data Not Collected,46,all_persons,2015-02-01,2015-02-28,Q14b,with_children_and_adults,18
Data Not Collected,46,all_persons,2015-02-01,2015-02-28,Q14b,with_only_children,0
Data Not Collected,46,all_persons,2015-02-01,2015-02-28,Q14b,unknown_household_type,0
