conditions,total,adults_in_hh_with_children_and_adults,children_in_hh_with_children_and_adults,population,start_date,end_date,question,household_type,count
Mental Health Disorder,109,17,3,all_persons,2015-02-01,2015-02-28,Q13a1,without_children,89
Mental Health Disorder,109,17,3,all_persons,2015-02-01,2015-02-28,Q13a1,with_only_children,0
Mental Health Disorder,109,17,3,all_persons,2015-02-01,2015-02-28,Q13a1,unknown_household_type,0
Alcohol Use Disorder,15,0,0,all_persons,2015-02-01,2015-02-28,Q13a1,without_children,15
Alcohol Use Disorder,15,0,0,all_persons,2015-02-01,2015-02-28,Q13a1,with_only_children,0
Alcohol Use Disorder,15,0,0,all_persons,2015-02-01,2015-02-28,Q13a1,unknown_household_type,0
Drug Use Disorder,8,5,0,all_persons,2015-02-01,2015-02-28,Q13a1,without_children,3
Drug Use Disorder,8,5,0,all_persons,2015-02-01,2015-02-28,Q13a1,with_only_children,0
Drug Use Disorder,8,5,0,all_persons,2015-02-01,2015-02-28,Q13a1,unknown_household_type,0
Both Alcohol and Drug Use Disorders,20,0,0,all_persons,2015-02-01,2015-02-28,Q13a1,without_children,20
Both Alcohol and Drug Use Disorders,20,0,0,all_persons,2015-02-01,2015-02-28,Q13a1,with_only_children,0
Both Alcohol and Drug Use Disorders,20,0,0,all_persons,2015-02-01,2015-02-28,Q13a1,unknown_household_type,0
Chronic Health Condition,63,13,8,all_persons,2015-02-01,2015-02-28,Q13a1,without_children,42
Chronic Health Condition,63,13,8,all_persons,2015-02-01,2015-02-28,Q13a1,with_only_children,0
Chronic Health Condition,63,13,8,all_persons,2015-02-01,2015-02-28,Q13a1,unknown_household_type,0
HIV/AIDS,80,3,0,all_persons,2015-02-01,2015-02-28,Q13a1,without_children,77
HIV/AIDS,80,3,0,all_persons,2015-02-01,2015-02-28,Q13a1,with_only_children,0
HIV/AIDS,80,3,0,all_persons,2015-02-01,2015-02-28,Q13a1,unknown_household_type,0
Development Disability,20,3,10,all_persons,2015-02-01,2015-02-28,Q13a1,without_children,7
Development Disability,20,3,10,all_persons,2015-02-01,2015-02-28,Q13a1,with_only_children,0
Development Disability,20,3,10,all_persons,2015-02-01,2015-02-28,Q13a1,unknown_household_type,0
Physical Disability,66,7,4,all_persons,2015-02-01,2015-02-28,Q13a1,without_children,55
Physical Disability,66,7,4,all_persons,2015-02-01,2015-02-28,Q13a1,with_only_children,0
Physical Disability,66,7,4,all_persons,2015-02-01,2015-02-28,Q13a1,unknown_household_type,0
