conditions,total,adults_in_hh_with_children_and_adults,children_in_hh_with_children_and_adults,population,start_date,end_date,question,household_type,count
Mental Health Disorder,29,4,1,exit,2015-02-01,2015-02-28,Q13b1,without_children,24
Mental Health Disorder,29,4,1,exit,2015-02-01,2015-02-28,Q13b1,with_only_children,0
Mental Health Disorder,29,4,1,exit,2015-02-01,2015-02-28,Q13b1,unknown_household_type,0
Alcohol Use Disorder,6,0,0,exit,2015-02-01,2015-02-28,Q13b1,without_children,6
Alcohol Use Disorder,6,0,0,exit,2015-02-01,2015-02-28,Q13b1,with_only_children,0
Alcohol Use Disorder,6,0,0,exit,2015-02-01,2015-02-28,Q13b1,unknown_household_type,0
Drug Use Disorder,4,2,0,exit,2015-02-01,2015-02-28,Q13b1,without_children,2
Drug Use Disorder,4,2,0,exit,2015-02-01,2015-02-28,Q13b1,with_only_children,0
Drug Use Disorder,4,2,0,exit,2015-02-01,2015-02-28,Q13b1,unknown_household_type,0
Both Alcohol and Drug Use Disorders,5,0,0,exit,2015-02-01,2015-02-28,Q13b1,without_children,5
Both Alcohol and Drug Use Disorders,5,0,0,exit,2015-02-01,2015-02-28,Q13b1,with_only_children,0
Both Alcohol and Drug Use Disorders,5,0,0,exit,2015-02-01,2015-02-28,Q13b1,unknown_household_type,0
Chronic Health Condition,19,3,3,exit,2015-02-01,2015-02-28,Q13b1,without_children,13
Chronic Health Condition,19,3,3,exit,2015-02-01,2015-02-28,Q13b1,with_only_children,0
Chronic Health Condition,19,3,3,exit,2015-02-01,2015-02-28,Q13b1,unknown_household_type,0
HIV/AIDS,0,0,0,exit,2015-02-01,2015-02-28,Q13b1,without_children,0
HIV/AIDS,0,0,0,exit,2015-02-01,2015-02-28,Q13b1,with_only_children,0
HIV/AIDS,0,0,0,exit,2015-02-01,2015-02-28,Q13b1,unknown_household_type,0
Development Disability,7,0,3,exit,2015-02-01,2015-02-28,Q13b1,without_children,4
Development Disability,7,0,3,exit,2015-02-01,2015-02-28,Q13b1,with_only_children,0
Development Disability,7,0,3,exit,2015-02-01,2015-02-28,Q13b1,unknown_household_type,0
Physical Disability,22,4,1,exit,2015-02-01,2015-02-28,Q13b1,without_children,17
Physical Disability,22,4,1,exit,2015-02-01,2015-02-28,Q13b1,with_only_children,0
Physical Disability,22,4,1,exit,2015-02-01,2015-02-28,Q13b1,unknown_household_type,0
