conditions,total,adults_in_hh_with_children_and_adults,children_in_hh_with_children_and_adults,population,start_date,end_date,question,household_type,count
Mental Health Disorder,82,14,2,all_persons,2015-02-01,2015-02-28,Q13c1,without_children,66
Mental Health Disorder,82,14,2,all_persons,2015-02-01,2015-02-28,Q13c1,with_only_children,0
Mental Health Disorder,82,14,2,all_persons,2015-02-01,2015-02-28,Q13c1,unknown_household_type,0
Alcohol Use Disorder,9,0,0,all_persons,2015-02-01,2015-02-28,Q13c1,without_children,9
Alcohol Use Disorder,9,0,0,all_persons,2015-02-01,2015-02-28,Q13c1,with_only_children,0
Alcohol Use Disorder,9,0,0,all_persons,2015-02-01,2015-02-28,Q13c1,unknown_household_type,0
Drug Use Disorder,4,3,0,all_persons,2015-02-01,2015-02-28,Q13c1,without_children,1
Drug Use Disorder,4,3,0,all_persons,2015-02-01,2015-02-28,Q13c1,with_only_children,0
Drug Use Disorder,4,3,0,all_persons,2015-02-01,2015-02-28,Q13c1,unknown_household_type,0
Both Alcohol and Drug Use Disorders,16,0,0,all_persons,2015-02-01,2015-02-28,Q13c1,without_children,16
Both Alcohol and Drug Use Disorders,16,0,0,all_persons,2015-02-01,2015-02-28,Q13c1,with_only_children,0
Both Alcohol and Drug Use Disorders,16,0,0,all_persons,2015-02-01,2015-02-28,Q13c1,unknown_household_type,0
Chronic Health Condition,44,10,5,all_persons,2015-02-01,2015-02-28,Q13c1,without_children,29
Chronic Health Condition,44,10,5,all_persons,2015-02-01,2015-02-28,Q13c1,with_only_children,0
Chronic Health Condition,44,10,5,all_persons,2015-02-01,2015-02-28,Q13c1,unknown_household_type,0
HIV/AIDS,80,3,0,all_persons,2015-02-01,2015-02-28,Q13c1,without_children,77
HIV/AIDS,80,3,0,all_persons,2015-02-01,2015-02-28,Q13c1,with_only_children,0
HIV/AIDS,80,3,0,all_persons,2015-02-01,2015-02-28,Q13c1,unknown_household_type,0
Development Disability,13,3,7,all_persons,2015-02-01,2015-02-28,Q13c1,without_children,3
Development Disability,13,3,7,all_persons,2015-02-01,2015-02-28,Q13c1,with_only_children,0
Development Disability,13,3,7,all_persons,2015-02-01,2015-02-28,Q13c1,unknown_household_type,0
Physical Disability,43,3,3,all_persons,2015-02-01,2015-02-28,Q13c1,without_children,37
Physical Disability,43,3,3,all_persons,2015-02-01,2015-02-28,Q13c1,with_only_children,0
Physical Disability,43,3,3,all_persons,2015-02-01,2015-02-28,Q13c1,unknown_household_type,0
