number_of_adults_by_income_category,population,start_date,end_date,question,status,count
"Adults with Only Earned Income (ie.e, Employment Income)",all_persons,2015-02-01,2015-02-28,Q18,number_of_adults_at_start,96
"Adults with Only Earned Income (ie.e, Employment Income)",all_persons,2015-02-01,2015-02-28,Q18,number_of_adults_at_annual_assessment_stayers,1
"Adults with Only Earned Income (ie.e, Employment Income)",all_persons,2015-02-01,2015-02-28,Q18,number_of_adults_at_exit_leavers,32
Adults with Only Other Income,all_persons,2015-02-01,2015-02-28,Q18,number_of_adults_at_start,111
Adults with Only Other Income,all_persons,2015-02-01,2015-02-28,Q18,number_of_adults_at_annual_assessment_stayers,8
Adults with Only Other Income,all_persons,2015-02-01,2015-02-28,Q18,number_of_adults_at_exit_leavers,35
Adults with Both Earned and Other Income,all_persons,2015-02-01,2015-02-28,Q18,number_of_adults_at_start,17
Adults with Both Earned and Other Income,all_persons,2015-02-01,2015-02-28,Q18,number_of_adults_at_annual_assessment_stayers,1
Adults with Both Earned and Other Income,all_persons,2015-02-01,2015-02-28,Q18,number_of_adults_at_exit_leavers,2
Adults with No Income,all_persons,2015-02-01,2015-02-28,Q18,number_of_adults_at_start,217
Adults with No Income,all_persons,2015-02-01,2015-02-28,Q18,number_of_adults_at_annual_assessment_stayers,2
Adults with No Income,all_persons,2015-02-01,2015-02-28,Q18,number_of_adults_at_exit_leavers,64
Adults with Client Doesn't Know/Client Refused Income Information,all_persons,2015-02-01,2015-02-28,Q18,number_of_adults_at_start,1
Adults with Client Doesn't Know/Client Refused Income Information,all_persons,2015-02-01,2015-02-28,Q18,number_of_adults_at_annual_assessment_stayers,0
Adults with Client Doesn't Know/Client Refused Income Information,all_persons,2015-02-01,2015-02-28,Q18,number_of_adults_at_exit_leavers,0
Adults with Missing Income Information,all_persons,2015-02-01,2015-02-28,Q18,number_of_adults_at_start,5
Adults with Missing Income Information,all_persons,2015-02-01,2015-02-28,Q18,number_of_adults_at_annual_assessment_stayers,0
Adults with Missing Income Information,all_persons,2015-02-01,2015-02-28,Q18,number_of_adults_at_exit_leavers,0
Number of Adult Stayers not yet Required to Have an Annual Assessment,all_persons,2015-02-01,2015-02-28,Q18,number_of_adults_at_start,0
Number of Adult Stayers not yet Required to Have an Annual Assessment,all_persons,2015-02-01,2015-02-28,Q18,number_of_adults_at_annual_assessment_stayers,219
Number of Adult Stayers not yet Required to Have an Annual Assessment,all_persons,2015-02-01,2015-02-28,Q18,number_of_adults_at_exit_leavers,0
Number of Adult Stayers without Required Annual Assessment,all_persons,2015-02-01,2015-02-28,Q18,number_of_adults_at_start,0
Number of Adult Stayers without Required Annual Assessment,all_persons,2015-02-01,2015-02-28,Q18,number_of_adults_at_annual_assessment_stayers,83
Number of Adult Stayers without Required Annual Assessment,all_persons,2015-02-01,2015-02-28,Q18,number_of_adults_at_exit_leavers,0
Total Adults,all_persons,2015-02-01,2015-02-28,Q18,number_of_adults_at_start,448
Total Adults,all_persons,2015-02-01,2015-02-28,Q18,number_of_adults_at_annual_assessment_stayers,314
Total Adults,all_persons,2015-02-01,2015-02-28,Q18,number_of_adults_at_exit_leavers,134
1 or More Source of Income,all_persons,2015-02-01,2015-02-28,Q18,number_of_adults_at_start,241
1 or More Source of Income,all_persons,2015-02-01,2015-02-28,Q18,number_of_adults_at_annual_assessment_stayers,10
1 or More Source of Income,all_persons,2015-02-01,2015-02-28,Q18,number_of_adults_at_exit_leavers,72
Adults with Income Information at Start and Annual Assessment/Exit,all_persons,2015-02-01,2015-02-28,Q18,number_of_adults_at_start,0
Adults with Income Information at Start and Annual Assessment/Exit,all_persons,2015-02-01,2015-02-28,Q18,number_of_adults_at_annual_assessment_stayers,12
Adults with Income Information at Start and Annual Assessment/Exit,all_persons,2015-02-01,2015-02-28,Q18,number_of_adults_at_exit_leavers,0
