dv_history,total,population,start_date,end_date,question,household_type,count
Yes,47,all_persons,2015-02-01,2015-02-28,Q14a,without_children,28
Yes,47,all_persons,2015-02-01,2015-02-28,Q14a,with_children_and_adults,19
Yes,47,all_persons,2015-02-01,2015-02-28,Q14a,with_only_children,0
Yes,47,all_persons,2015-02-01,2015-02-28,Q14a,unknown_household_type,0
No,386,all_persons,2015-02-01,2015-02-28,Q14a,without_children,292
No,386,all_persons,2015-02-01,2015-02-28,Q14a,with_children_and_adults,94
No,386,all_persons,2015-02-01,2015-02-28,Q14a,with_only_children,0
No,386,all_persons,2015-02-01,2015-02-28,Q14a,unknown_household_type,0
Client Doesn't Know/Client Refused,1,all_persons,2015-02-01,2015-02-28,Q14a,without_children,1
Client Doesn't Know/Client Refused,1,all_persons,2015-02-01,2015-02-28,Q14a,with_children_and_adults,0
Client Doesn't Know/Client Refused,1,all_persons,2015-02-01,2015-02-28,Q14a,with_only_children,0
Client Doesn't Know/Client Refused,1,all_persons,2015-02-01,2015-02-28,Q14a,unknown_household_type,0
Data Not Collected,14,all_persons,2015-02-01,2015-02-28,Q14a,without_children,13
Data Not Collected,14,all_persons,2015-02-01,2015-02-28,Q14a,with_children_and_adults,0
Data Not Collected,14,all_persons,2015-02-01,2015-02-28,Q14a,with_only_children,0
Data Not Collected,14,all_persons,2015-02-01,2015-02-28,Q14a,unknown_household_type,1
