income_range,population,start_date,end_date,question,status,count
No Income,adults,2015-02-01,2015-02-28,Q16,income_at_start,191
No Income,adults,2015-02-01,2015-02-28,Q16,income_at_latest_annual_assessment_for_stayers,2
No Income,adults,2015-02-01,2015-02-28,Q16,income_at_exit_for_leavers,58
$1 -  $150,adults,2015-02-01,2015-02-28,Q16,income_at_start,4
$1 -  $150,adults,2015-02-01,2015-02-28,Q16,income_at_latest_annual_assessment_for_stayers,0
$1 -  $150,adults,2015-02-01,2015-02-28,Q16,income_at_exit_for_leavers,1
$151 - $250,adults,2015-02-01,2015-02-28,Q16,income_at_start,2
$151 - $250,adults,2015-02-01,2015-02-28,Q16,income_at_latest_annual_assessment_for_stayers,0
$151 - $250,adults,2015-02-01,2015-02-28,Q16,income_at_exit_for_leavers,0
$251 - $500,adults,2015-02-01,2015-02-28,Q16,income_at_start,22
$251 - $500,adults,2015-02-01,2015-02-28,Q16,income_at_latest_annual_assessment_for_stayers,0
$251 - $500,adults,2015-02-01,2015-02-28,Q16,income_at_exit_for_leavers,10
$501 - $1000,adults,2015-02-01,2015-02-28,Q16,income_at_start,85
$501 - $1000,adults,2015-02-01,2015-02-28,Q16,income_at_latest_annual_assessment_for_stayers,4
$501 - $1000,adults,2015-02-01,2015-02-28,Q16,income_at_exit_for_leavers,21
$1001 - $1500,adults,2015-02-01,2015-02-28,Q16,income_at_start,63
$1001 - $1500,adults,2015-02-01,2015-02-28,Q16,income_at_latest_annual_assessment_for_stayers,4
$1001 - $1500,adults,2015-02-01,2015-02-28,Q16,income_at_exit_for_leavers,20
$1501 - $2000,adults,2015-02-01,2015-02-28,Q16,income_at_start,28
$1501 - $2000,adults,2015-02-01,2015-02-28,Q16,income_at_latest_annual_assessment_for_stayers,0
$1501 - $2000,adults,2015-02-01,2015-02-28,Q16,income_at_exit_for_leavers,13
$2001+,adults,2015-02-01,2015-02-28,Q16,income_at_start,20
$2001+,adults,2015-02-01,2015-02-28,Q16,income_at_latest_annual_assessment_for_stayers,2
$2001+,adults,2015-02-01,2015-02-28,Q16,income_at_exit_for_leavers,4
Client Doesn't Know/Client Refused,adults,2015-02-01,2015-02-28,Q16,income_at_start,2
Client Doesn't Know/Client Refused,adults,2015-02-01,2015-02-28,Q16,income_at_latest_annual_assessment_for_stayers,0
Client Doesn't Know/Client Refused,adults,2015-02-01,2015-02-28,Q16,income_at_exit_for_leavers,1
Data Not Collected,adults,2015-02-01,2015-02-28,Q16,income_at_start,31
Data Not Collected,adults,2015-02-01,2015-02-28,Q16,income_at_latest_annual_assessment_for_stayers,0
Data Not Collected,adults,2015-02-01,2015-02-28,Q16,income_at_exit_for_leavers,6
Number of Adult Stayers not yet Required to Have an Annual Assessment,adults,2015-02-01,2015-02-28,Q16,income_at_start,0
Number of Adult Stayers not yet Required to Have an Annual Assessment,adults,2015-02-01,2015-02-28,Q16,income_at_latest_annual_assessment_for_stayers,219
Number of Adult Stayers not yet Required to Have an Annual Assessment,adults,2015-02-01,2015-02-28,Q16,income_at_exit_for_leavers,0
Number of Adult Stayers without Required Annual Assessment,adults,2015-02-01,2015-02-28,Q16,income_at_start,0
Number of Adult Stayers without Required Annual Assessment,adults,2015-02-01,2015-02-28,Q16,income_at_latest_annual_assessment_for_stayers,83
Number of Adult Stayers without Required Annual Assessment,adults,2015-02-01,2015-02-28,Q16,income_at_exit_for_leavers,0
Total Adults,adults,2015-02-01,2015-02-28,Q16,income_at_start,448
Total Adults,adults,2015-02-01,2015-02-28,Q16,income_at_latest_annual_assessment_for_stayers,314
Total Adults,adults,2015-02-01,2015-02-28,Q16,income_at_exit_for_leavers,134
