health_insurance,population,start_date,end_date,question,status,count
MEDICAID,all_persons,2017-07-01,2017-07-31,Q21,at_start,270
MEDICAID,all_persons,2017-07-01,2017-07-31,Q21,at_annual_assessment_for_stayers,21
MEDICAID,all_persons,2017-07-01,2017-07-31,Q21,at_exit_for_leavers,41
MEDICARE,all_persons,2017-07-01,2017-07-31,Q21,at_start,64
MEDICARE,all_persons,2017-07-01,2017-07-31,Q21,at_annual_assessment_for_stayers,9
MEDICARE,all_persons,2017-07-01,2017-07-31,Q21,at_exit_for_leavers,6
State Children's Health Insurance Program,all_persons,2017-07-01,2017-07-31,Q21,at_start,0
State Children's Health Insurance Program,all_persons,2017-07-01,2017-07-31,Q21,at_annual_assessment_for_stayers,0
State Children's Health Insurance Program,all_persons,2017-07-01,2017-07-31,Q21,at_exit_for_leavers,0
Veteran's Administration (VA) Medical Services,all_persons,2017-07-01,2017-07-31,Q21,at_start,9
Veteran's Administration (VA) Medical Services,all_persons,2017-07-01,2017-07-31,Q21,at_annual_assessment_for_stayers,9
Veteran's Administration (VA) Medical Services,all_persons,2017-07-01,2017-07-31,Q21,at_exit_for_leavers,2
Employer - Provided Health Insurance,all_persons,2017-07-01,2017-07-31,Q21,at_start,25
Employer - Provided Health Insurance,all_persons,2017-07-01,2017-07-31,Q21,at_annual_assessment_for_stayers,1
Employer - Provided Health Insurance,all_persons,2017-07-01,2017-07-31,Q21,at_exit_for_leavers,2
Health Insurance obtained through COBRA,all_persons,2017-07-01,2017-07-31,Q21,at_start,0
Health Insurance obtained through COBRA,all_persons,2017-07-01,2017-07-31,Q21,at_annual_assessment_for_stayers,0
Health Insurance obtained through COBRA,all_persons,2017-07-01,2017-07-31,Q21,at_exit_for_leavers,0
Private Pay Health Insurance,all_persons,2017-07-01,2017-07-31,Q21,at_start,33
Private Pay Health Insurance,all_persons,2017-07-01,2017-07-31,Q21,at_annual_assessment_for_stayers,2
Private Pay Health Insurance,all_persons,2017-07-01,2017-07-31,Q21,at_exit_for_leavers,4
State Health Insurance for Adults,all_persons,2017-07-01,2017-07-31,Q21,at_start,6
State Health Insurance for Adults,all_persons,2017-07-01,2017-07-31,Q21,at_annual_assessment_for_stayers,0
State Health Insurance for Adults,all_persons,2017-07-01,2017-07-31,Q21,at_exit_for_leavers,0
Indian Health Services Program,all_persons,2017-07-01,2017-07-31,Q21,at_start,0
Indian Health Services Program,all_persons,2017-07-01,2017-07-31,Q21,at_annual_assessment_for_stayers,0
Indian Health Services Program,all_persons,2017-07-01,2017-07-31,Q21,at_exit_for_leavers,0
Other,all_persons,2017-07-01,2017-07-31,Q21,at_start,3
Other,all_persons,2017-07-01,2017-07-31,Q21,at_annual_assessment_for_stayers,0
Other,all_persons,2017-07-01,2017-07-31,Q21,at_exit_for_leavers,1
No Health Insurance,all_persons,2017-07-01,2017-07-31,Q21,at_start,211
No Health Insurance,all_persons,2017-07-01,2017-07-31,Q21,at_annual_assessment_for_stayers,14
No Health Insurance,all_persons,2017-07-01,2017-07-31,Q21,at_exit_for_leavers,37
Client Doesn't Know/Client Refused,all_persons,2017-07-01,2017-07-31,Q21,at_start,1
Client Doesn't Know/Client Refused,all_persons,2017-07-01,2017-07-31,Q21,at_annual_assessment_for_stayers,0
Client Doesn't Know/Client Refused,all_persons,2017-07-01,2017-07-31,Q21,at_exit_for_leavers,0
Data Not Collected,all_persons,2017-07-01,2017-07-31,Q21,at_start,35
Data Not Collected,all_persons,2017-07-01,2017-07-31,Q21,at_annual_assessment_for_stayers,96
Data Not Collected,all_persons,2017-07-01,2017-07-31,Q21,at_exit_for_leavers,11
Number of Stayers not yet Required To Have an Annual Assessment,all_persons,2017-07-01,2017-07-31,Q21,at_start,0
Number of Stayers not yet Required To Have an Annual Assessment,all_persons,2017-07-01,2017-07-31,Q21,at_annual_assessment_for_stayers,364
Number of Stayers not yet Required To Have an Annual Assessment,all_persons,2017-07-01,2017-07-31,Q21,at_exit_for_leavers,0
1 Source of Health Insurance,all_persons,2017-07-01,2017-07-31,Q21,at_start,316
1 Source of Health Insurance,all_persons,2017-07-01,2017-07-31,Q21,at_annual_assessment_for_stayers,27
1 Source of Health Insurance,all_persons,2017-07-01,2017-07-31,Q21,at_exit_for_leavers,46
More than 1 Source of Health Insurance,all_persons,2017-07-01,2017-07-31,Q21,at_start,45
More than 1 Source of Health Insurance,all_persons,2017-07-01,2017-07-31,Q21,at_annual_assessment_for_stayers,7
More than 1 Source of Health Insurance,all_persons,2017-07-01,2017-07-31,Q21,at_exit_for_leavers,5
