ethnicity,total,population,start_date,end_date,question,household_type,count
Non-Hispanic/Non-Latin(a)(o)(x),545,all_persons,2017-07-01,2017-07-31,Q12b,without_children,242
Non-Hispanic/Non-Latin(a)(o)(x),545,all_persons,2017-07-01,2017-07-31,Q12b,with_children_and_adults,292
Non-Hispanic/Non-Latin(a)(o)(x),545,all_persons,2017-07-01,2017-07-31,Q12b,with_only_children,10
Non-Hispanic/Non-Latin(a)(o)(x),545,all_persons,2017-07-01,2017-07-31,Q12b,unknown_household_type,1
Hispanic/Latin(a)(o)(x),58,all_persons,2017-07-01,2017-07-31,Q12b,without_children,33
Hispanic/Latin(a)(o)(x),58,all_persons,2017-07-01,2017-07-31,Q12b,with_children_and_adults,24
Hispanic/Latin(a)(o)(x),58,all_persons,2017-07-01,2017-07-31,Q12b,with_only_children,1
Hispanic/Latin(a)(o)(x),58,all_persons,2017-07-01,2017-07-31,Q12b,unknown_household_type,0
Client Doesn't Know/Client Refused,1,all_persons,2017-07-01,2017-07-31,Q12b,without_children,0
Client Doesn't Know/Client Refused,1,all_persons,2017-07-01,2017-07-31,Q12b,with_children_and_adults,1
Client Doesn't Know/Client Refused,1,all_persons,2017-07-01,2017-07-31,Q12b,with_only_children,0
Client Doesn't Know/Client Refused,1,all_persons,2017-07-01,2017-07-31,Q12b,unknown_household_type,0
Data Not Collected,3,all_persons,2017-07-01,2017-07-31,Q12b,without_children,1
Data Not Collected,3,all_persons,2017-07-01,2017-07-31,Q12b,with_children_and_adults,0
Data Not Collected,3,all_persons,2017-07-01,2017-07-31,Q12b,with_only_children,0
Data Not Collected,3,all_persons,2017-07-01,2017-07-31,Q12b,unknown_household_type,2
