length,total,population,start_date,end_date,question,status,count
30 days or less,140,all_persons,2017-07-01,2017-07-31,Q22a1,leavers,24
30 days or less,140,all_persons,2017-07-01,2017-07-31,Q22a1,stayers,116
31 to 60 days,102,all_persons,2017-07-01,2017-07-31,Q22a1,leavers,23
31 to 60 days,102,all_persons,2017-07-01,2017-07-31,Q22a1,stayers,79
61 to 90 days,74,all_persons,2017-07-01,2017-07-31,Q22a1,leavers,14
61 to 90 days,74,all_persons,2017-07-01,2017-07-31,Q22a1,stayers,60
91 to 180 days,93,all_persons,2017-07-01,2017-07-31,Q22a1,leavers,22
91 to 180 days,93,all_persons,2017-07-01,2017-07-31,Q22a1,stayers,71
181 to 365 days,48,all_persons,2017-07-01,2017-07-31,Q22a1,leavers,10
181 to 365 days,48,all_persons,2017-07-01,2017-07-31,Q22a1,stayers,38
366 to 730 Days (1-2 Yrs),44,all_persons,2017-07-01,2017-07-31,Q22a1,leavers,5
366 to 730 Days (1-2 Yrs),44,all_persons,2017-07-01,2017-07-31,Q22a1,stayers,39
"731 to 1,095 Days (2-3 Yrs)",22,all_persons,2017-07-01,2017-07-31,Q22a1,leavers,1
"731 to 1,095 Days (2-3 Yrs)",22,all_persons,2017-07-01,2017-07-31,Q22a1,stayers,21
"1,096 to 1,460 Days (3-4 Yrs)",6,all_persons,2017-07-01,2017-07-31,Q22a1,leavers,0
"1,096 to 1,460 Days (3-4 Yrs)",6,all_persons,2017-07-01,2017-07-31,Q22a1,stayers,6
"1,461 to 1,825 Days (5-5 Yrs)",14,all_persons,2017-07-01,2017-07-31,Q22a1,leavers,0
"1,461 to 1,825 Days (5-5 Yrs)",14,all_persons,2017-07-01,2017-07-31,Q22a1,stayers,14
"More than 1,825 Days (>5 Yrs)",64,all_persons,2017-07-01,2017-07-31,Q22a1,leavers,0
"More than 1,825 Days (>5 Yrs)",64,all_persons,2017-07-01,2017-07-31,Q22a1,stayers,64
Data Not Collected,0,all_persons,2017-07-01,2017-07-31,Q22a1,leavers,0
Data Not Collected,0,all_persons,2017-07-01,2017-07-31,Q22a1,stayers,0
