age_group,total,population,start_date,end_date,question,household_type,count
Under 5,73,all_persons,2017-07-01,2017-07-31,Q11,without_children,0
Under 5,73,all_persons,2017-07-01,2017-07-31,Q11,with_children_and_adults,69
Under 5,73,all_persons,2017-07-01,2017-07-31,Q11,with_only_children,4
Under 5,73,all_persons,2017-07-01,2017-07-31,Q11,unknown_household_type,0
5 -  12,88,all_persons,2017-07-01,2017-07-31,Q11,without_children,0
5 -  12,88,all_persons,2017-07-01,2017-07-31,Q11,with_children_and_adults,84
5 -  12,88,all_persons,2017-07-01,2017-07-31,Q11,with_only_children,4
5 -  12,88,all_persons,2017-07-01,2017-07-31,Q11,unknown_household_type,0
13 - 17,32,all_persons,2017-07-01,2017-07-31,Q11,without_children,0
13 - 17,32,all_persons,2017-07-01,2017-07-31,Q11,with_children_and_adults,29
13 - 17,32,all_persons,2017-07-01,2017-07-31,Q11,with_only_children,3
13 - 17,32,all_persons,2017-07-01,2017-07-31,Q11,unknown_household_type,0
18 - 24,26,all_persons,2017-07-01,2017-07-31,Q11,without_children,7
18 - 24,26,all_persons,2017-07-01,2017-07-31,Q11,with_children_and_adults,19
18 - 24,26,all_persons,2017-07-01,2017-07-31,Q11,with_only_children,0
18 - 24,26,all_persons,2017-07-01,2017-07-31,Q11,unknown_household_type,0
25 - 34,85,all_persons,2017-07-01,2017-07-31,Q11,without_children,27
25 - 34,85,all_persons,2017-07-01,2017-07-31,Q11,with_children_and_adults,58
25 - 34,85,all_persons,2017-07-01,2017-07-31,Q11,with_only_children,0
25 - 34,85,all_persons,2017-07-01,2017-07-31,Q11,unknown_household_type,0
35 - 44,90,all_persons,2017-07-01,2017-07-31,Q11,without_children,60
35 - 44,90,all_persons,2017-07-01,2017-07-31,Q11,with_children_and_adults,30
35 - 44,90,all_persons,2017-07-01,2017-07-31,Q11,with_only_children,0
35 - 44,90,all_persons,2017-07-01,2017-07-31,Q11,unknown_household_type,0
45 - 54,105,all_persons,2017-07-01,2017-07-31,Q11,without_children,82
45 - 54,105,all_persons,2017-07-01,2017-07-31,Q11,with_children_and_adults,22
45 - 54,105,all_persons,2017-07-01,2017-07-31,Q11,with_only_children,0
45 - 54,105,all_persons,2017-07-01,2017-07-31,Q11,unknown_household_type,1
55 - 61,67,all_persons,2017-07-01,2017-07-31,Q11,without_children,62
55 - 61,67,all_persons,2017-07-01,2017-07-31,Q11,with_children_and_adults,5
55 - 61,67,all_persons,2017-07-01,2017-07-31,Q11,with_only_children,0
55 - 61,67,all_persons,2017-07-01,2017-07-31,Q11,unknown_household_type,0
62 +,39,all_persons,2017-07-01,2017-07-31,Q11,without_children,38
62 +,39,all_persons,2017-07-01,2017-07-31,Q11,with_children_and_adults,1
62 +,39,all_persons,2017-07-01,2017-07-31,Q11,with_only_children,0
62 +,39,all_persons,2017-07-01,2017-07-31,Q11,unknown_household_type,0
Client Doesn't Know/Client Refused,0,all_persons,2017-07-01,2017-07-31,Q11,without_children,0
Client Doesn't Know/Client Refused,0,all_persons,2017-07-01,2017-07-31,Q11,with_children_and_adults,0
Client Doesn't Know/Client Refused,0,all_persons,2017-07-01,2017-07-31,Q11,with_only_children,0
Client Doesn't Know/Client Refused,0,all_persons,2017-07-01,2017-07-31,Q11,unknown_household_type,0
Data Not Collected,2,all_persons,2017-07-01,2017-07-31,Q11,without_children,0
Data Not Collected,2,all_persons,2017-07-01,2017-07-31,Q11,with_children_and_adults,0
Data Not Collected,2,all_persons,2017-07-01,2017-07-31,Q11,with_only_children,0
Data Not Collected,2,all_persons,2017-07-01,2017-07-31,Q11,unknown_household_type,2
