pit_month,total,population,start_date,end_date,question,household_type,count
January,0,all_persons,2017-07-01,2017-07-31,Q7b,without_children,0
January,0,all_persons,2017-07-01,2017-07-31,Q7b,with_children_and_adults,0
January,0,all_persons,2017-07-01,2017-07-31,Q7b,with_only_children,0
January,0,all_persons,2017-07-01,2017-07-31,Q7b,unknown_household_type,0
April,0,all_persons,2017-07-01,2017-07-31,Q7b,without_children,0
April,0,all_persons,2017-07-01,2017-07-31,Q7b,with_children_and_adults,0
April,0,all_persons,2017-07-01,2017-07-31,Q7b,with_only_children,0
April,0,all_persons,2017-07-01,2017-07-31,Q7b,unknown_household_type,0
July,475,all_persons,2017-07-01,2017-07-31,Q7b,without_children,241
July,475,all_persons,2017-07-01,2017-07-31,Q7b,with_children_and_adults,220
July,475,all_persons,2017-07-01,2017-07-31,Q7b,with_only_children,11
July,475,all_persons,2017-07-01,2017-07-31,Q7b,unknown_household_type,3
October,0,all_persons,2017-07-01,2017-07-31,Q7b,without_children,0
October,0,all_persons,2017-07-01,2017-07-31,Q7b,with_children_and_adults,0
October,0,all_persons,2017-07-01,2017-07-31,Q7b,with_only_children,0
October,0,all_persons,2017-07-01,2017-07-31,Q7b,unknown_household_type,0
