race,total,population,start_date,end_date,question,household_type,count
White,430,all_persons,2017-07-01,2017-07-31,Q12a,without_children,199
White,430,all_persons,2017-07-01,2017-07-31,Q12a,with_children_and_adults,224
White,430,all_persons,2017-07-01,2017-07-31,Q12a,with_only_children,6
White,430,all_persons,2017-07-01,2017-07-31,Q12a,unknown_household_type,1
"Black, African American, or African",140,all_persons,2017-07-01,2017-07-31,Q12a,without_children,57
"Black, African American, or African",140,all_persons,2017-07-01,2017-07-31,Q12a,with_children_and_adults,78
"Black, African American, or African",140,all_persons,2017-07-01,2017-07-31,Q12a,with_only_children,5
"Black, African American, or African",140,all_persons,2017-07-01,2017-07-31,Q12a,unknown_household_type,0
Asian or Asian American,1,all_persons,2017-07-01,2017-07-31,Q12a,without_children,1
Asian or Asian American,1,all_persons,2017-07-01,2017-07-31,Q12a,with_children_and_adults,0
Asian or Asian American,1,all_persons,2017-07-01,2017-07-31,Q12a,with_only_children,0
Asian or Asian American,1,all_persons,2017-07-01,2017-07-31,Q12a,unknown_household_type,0
"American Indian, Alaska Native, or Indigenous",1,all_persons,2017-07-01,2017-07-31,Q12a,without_children,1
"American Indian, Alaska Native, or Indigenous",1,all_persons,2017-07-01,2017-07-31,Q12a,with_children_and_adults,0
"American Indian, Alaska Native, or Indigenous",1,all_persons,2017-07-01,2017-07-31,Q12a,with_only_children,0
"American Indian, Alaska Native, or Indigenous",1,all_persons,2017-07-01,2017-07-31,Q12a,unknown_household_type,0
Native Hawaiian or Pacific Islander,0,all_persons,2017-07-01,2017-07-31,Q12a,without_children,0
Native Hawaiian or Pacific Islander,0,all_persons,2017-07-01,2017-07-31,Q12a,with_children_and_adults,0
Native Hawaiian or Pacific Islander,0,all_persons,2017-07-01,2017-07-31,Q12a,with_only_children,0
Native Hawaiian or Pacific Islander,0,all_persons,2017-07-01,2017-07-31,Q12a,unknown_household_type,0
Multiple Races,29,all_persons,2017-07-01,2017-07-31,Q12a,without_children,14
Multiple Races,29,all_persons,2017-07-01,2017-07-31,Q12a,with_children_and_adults,15
Multiple Races,29,all_persons,2017-07-01,2017-07-31,Q12a,with_only_children,0
Multiple Races,29,all_persons,2017-07-01,2017-07-31,Q12a,unknown_household_type,0
Client Doesn't Know/Client Refused,1,all_persons,2017-07-01,2017-07-31,Q12a,without_children,1
Client Doesn't Know/Client Refused,1,all_persons,2017-07-01,2017-07-31,Q12a,with_children_and_adults,0
Client Doesn't Know/Client Refused,1,all_persons,2017-07-01,2017-07-31,Q12a,with_only_children,0
Client Doesn't Know/Client Refused,1,all_persons,2017-07-01,2017-07-31,Q12a,unknown_household_type,0
Data Not Collected,5,all_persons,2017-07-01,2017-07-31,Q12a,without_children,3
Data Not Collected,5,all_persons,2017-07-01,2017-07-31,Q12a,with_children_and_adults,0
Data Not Collected,5,all_persons,2017-07-01,2017-07-31,Q12a,with_only_children,0
Data Not Collected,5,all_persons,2017-07-01,2017-07-31,Q12a,unknown_household_type,2
