conditions,total,adults_in_hh_with_children_and_adults,children_in_hh_with_children_and_adults,population,start_date,end_date,question,household_type,count
Mental Health Disorder,115,21,8,stayers,2017-07-01,2017-07-31,Q13c1,without_children,85
Mental Health Disorder,115,21,8,stayers,2017-07-01,2017-07-31,Q13c1,with_only_children,1
Mental Health Disorder,115,21,8,stayers,2017-07-01,2017-07-31,Q13c1,unknown_household_type,0
Alcohol Use Disorder,12,0,1,stayers,2017-07-01,2017-07-31,Q13c1,without_children,11
Alcohol Use Disorder,12,0,1,stayers,2017-07-01,2017-07-31,Q13c1,with_only_children,0
Alcohol Use Disorder,12,0,1,stayers,2017-07-01,2017-07-31,Q13c1,unknown_household_type,0
Drug Use Disorder,8,2,0,stayers,2017-07-01,2017-07-31,Q13c1,without_children,6
Drug Use Disorder,8,2,0,stayers,2017-07-01,2017-07-31,Q13c1,with_only_children,0
Drug Use Disorder,8,2,0,stayers,2017-07-01,2017-07-31,Q13c1,unknown_household_type,0
Both Alcohol and Drug Use Disorders,18,1,0,stayers,2017-07-01,2017-07-31,Q13c1,without_children,16
Both Alcohol and Drug Use Disorders,18,1,0,stayers,2017-07-01,2017-07-31,Q13c1,with_only_children,1
Both Alcohol and Drug Use Disorders,18,1,0,stayers,2017-07-01,2017-07-31,Q13c1,unknown_household_type,0
Chronic Health Condition,56,11,8,stayers,2017-07-01,2017-07-31,Q13c1,without_children,37
Chronic Health Condition,56,11,8,stayers,2017-07-01,2017-07-31,Q13c1,with_only_children,0
Chronic Health Condition,56,11,8,stayers,2017-07-01,2017-07-31,Q13c1,unknown_household_type,0
HIV/AIDS,98,1,0,stayers,2017-07-01,2017-07-31,Q13c1,without_children,97
HIV/AIDS,98,1,0,stayers,2017-07-01,2017-07-31,Q13c1,with_only_children,0
HIV/AIDS,98,1,0,stayers,2017-07-01,2017-07-31,Q13c1,unknown_household_type,0
Development Disability,22,4,10,stayers,2017-07-01,2017-07-31,Q13c1,without_children,8
Development Disability,22,4,10,stayers,2017-07-01,2017-07-31,Q13c1,with_only_children,0
Development Disability,22,4,10,stayers,2017-07-01,2017-07-31,Q13c1,unknown_household_type,0
Physical Disability,62,16,2,stayers,2017-07-01,2017-07-31,Q13c1,without_children,44
Physical Disability,62,16,2,stayers,2017-07-01,2017-07-31,Q13c1,with_only_children,0
Physical Disability,62,16,2,stayers,2017-07-01,2017-07-31,Q13c1,unknown_household_type,0
