income_range,population,start_date,end_date,question,status,count
No Income,adults,2017-07-01,2017-07-31,Q16,income_at_start,121
No Income,adults,2017-07-01,2017-07-31,Q16,income_at_latest_annual_assessment_for_stayers,12
No Income,adults,2017-07-01,2017-07-31,Q16,income_at_exit_for_leavers,16
$1 -  $150,adults,2017-07-01,2017-07-31,Q16,income_at_start,2
$1 -  $150,adults,2017-07-01,2017-07-31,Q16,income_at_latest_annual_assessment_for_stayers,1
$1 -  $150,adults,2017-07-01,2017-07-31,Q16,income_at_exit_for_leavers,0
$151 - $250,adults,2017-07-01,2017-07-31,Q16,income_at_start,6
$151 - $250,adults,2017-07-01,2017-07-31,Q16,income_at_latest_annual_assessment_for_stayers,0
$151 - $250,adults,2017-07-01,2017-07-31,Q16,income_at_exit_for_leavers,0
$251 - $500,adults,2017-07-01,2017-07-31,Q16,income_at_start,18
$251 - $500,adults,2017-07-01,2017-07-31,Q16,income_at_latest_annual_assessment_for_stayers,0
$251 - $500,adults,2017-07-01,2017-07-31,Q16,income_at_exit_for_leavers,3
$501 - $1000,adults,2017-07-01,2017-07-31,Q16,income_at_start,84
$501 - $1000,adults,2017-07-01,2017-07-31,Q16,income_at_latest_annual_assessment_for_stayers,11
$501 - $1000,adults,2017-07-01,2017-07-31,Q16,income_at_exit_for_leavers,12
$1001 - $1500,adults,2017-07-01,2017-07-31,Q16,income_at_start,66
$1001 - $1500,adults,2017-07-01,2017-07-31,Q16,income_at_latest_annual_assessment_for_stayers,11
$1001 - $1500,adults,2017-07-01,2017-07-31,Q16,income_at_exit_for_leavers,7
$1501 - $2000,adults,2017-07-01,2017-07-31,Q16,income_at_start,34
$1501 - $2000,adults,2017-07-01,2017-07-31,Q16,income_at_latest_annual_assessment_for_stayers,3
$1501 - $2000,adults,2017-07-01,2017-07-31,Q16,income_at_exit_for_leavers,2
$2001+,adults,2017-07-01,2017-07-31,Q16,income_at_start,38
$2001+,adults,2017-07-01,2017-07-31,Q16,income_at_latest_annual_assessment_for_stayers,2
$2001+,adults,2017-07-01,2017-07-31,Q16,income_at_exit_for_leavers,9
Client Doesn't Know/Client Refused,adults,2017-07-01,2017-07-31,Q16,income_at_start,0
Client Doesn't Know/Client Refused,adults,2017-07-01,2017-07-31,Q16,income_at_latest_annual_assessment_for_stayers,0
Client Doesn't Know/Client Refused,adults,2017-07-01,2017-07-31,Q16,income_at_exit_for_leavers,0
Data Not Collected,adults,2017-07-01,2017-07-31,Q16,income_at_start,43
Data Not Collected,adults,2017-07-01,2017-07-31,Q16,income_at_latest_annual_assessment_for_stayers,5
Data Not Collected,adults,2017-07-01,2017-07-31,Q16,income_at_exit_for_leavers,10
Number of Adult Stayers not yet Required to Have an Annual Assessment,adults,2017-07-01,2017-07-31,Q16,income_at_start,0
Number of Adult Stayers not yet Required to Have an Annual Assessment,adults,2017-07-01,2017-07-31,Q16,income_at_latest_annual_assessment_for_stayers,221
Number of Adult Stayers not yet Required to Have an Annual Assessment,adults,2017-07-01,2017-07-31,Q16,income_at_exit_for_leavers,0
Number of Adult Stayers without Required Annual Assessment,adults,2017-07-01,2017-07-31,Q16,income_at_start,0
Number of Adult Stayers without Required Annual Assessment,adults,2017-07-01,2017-07-31,Q16,income_at_latest_annual_assessment_for_stayers,87
Number of Adult Stayers without Required Annual Assessment,adults,2017-07-01,2017-07-31,Q16,income_at_exit_for_leavers,0
Total Adults,adults,2017-07-01,2017-07-31,Q16,income_at_start,412
Total Adults,adults,2017-07-01,2017-07-31,Q16,income_at_latest_annual_assessment_for_stayers,353
Total Adults,adults,2017-07-01,2017-07-31,Q16,income_at_exit_for_leavers,59
