count_conditions,total,adults_in_hh_with_children_and_adults,children_in_hh_with_children_and_adults,population,start_date,end_date,question,household_type,count
None,229,65,113,all_persons,2017-07-01,2017-07-31,Q13c2,without_children,43
None,229,65,113,all_persons,2017-07-01,2017-07-31,Q13c2,with_only_children,8
None,229,65,113,all_persons,2017-07-01,2017-07-31,Q13c2,unknown_household_type,0
1 Condition,155,26,23,all_persons,2017-07-01,2017-07-31,Q13c2,without_children,106
1 Condition,155,26,23,all_persons,2017-07-01,2017-07-31,Q13c2,with_only_children,0
1 Condition,155,26,23,all_persons,2017-07-01,2017-07-31,Q13c2,unknown_household_type,0
2 Conditions,71,12,3,all_persons,2017-07-01,2017-07-31,Q13c2,without_children,56
2 Conditions,71,12,3,all_persons,2017-07-01,2017-07-31,Q13c2,with_only_children,0
2 Conditions,71,12,3,all_persons,2017-07-01,2017-07-31,Q13c2,unknown_household_type,0
3+ Conditions,33,2,0,all_persons,2017-07-01,2017-07-31,Q13c2,without_children,30
3+ Conditions,33,2,0,all_persons,2017-07-01,2017-07-31,Q13c2,with_only_children,1
3+ Conditions,33,2,0,all_persons,2017-07-01,2017-07-31,Q13c2,unknown_household_type,0
Condition Unknown,2,1,1,all_persons,2017-07-01,2017-07-31,Q13c2,without_children,0
Condition Unknown,2,1,1,all_persons,2017-07-01,2017-07-31,Q13c2,with_only_children,0
Condition Unknown,2,1,1,all_persons,2017-07-01,2017-07-31,Q13c2,unknown_household_type,0
Client Doesn't Know/Client Refused,0,0,0,all_persons,2017-07-01,2017-07-31,Q13c2,without_children,0
Client Doesn't Know/Client Refused,0,0,0,all_persons,2017-07-01,2017-07-31,Q13c2,with_only_children,0
Client Doesn't Know/Client Refused,0,0,0,all_persons,2017-07-01,2017-07-31,Q13c2,unknown_household_type,0
Data Not Collected,18,3,2,all_persons,2017-07-01,2017-07-31,Q13c2,without_children,8
Data Not Collected,18,3,2,all_persons,2017-07-01,2017-07-31,Q13c2,with_only_children,2
Data Not Collected,18,3,2,all_persons,2017-07-01,2017-07-31,Q13c2,unknown_household_type,3
