persons_served,total,population,start_date,end_date,question,household_type,count
Adults,412,all_persons,2017-07-01,2017-07-31,Q7a,without_children,276
Adults,412,all_persons,2017-07-01,2017-07-31,Q7a,with_children_and_adults,135
Adults,412,all_persons,2017-07-01,2017-07-31,Q7a,with_only_children,0
Adults,412,all_persons,2017-07-01,2017-07-31,Q7a,unknown_household_type,1
Children,193,all_persons,2017-07-01,2017-07-31,Q7a,without_children,0
Children,193,all_persons,2017-07-01,2017-07-31,Q7a,with_children_and_adults,182
Children,193,all_persons,2017-07-01,2017-07-31,Q7a,with_only_children,11
Children,193,all_persons,2017-07-01,2017-07-31,Q7a,unknown_household_type,0
Client Doesn't Know/Client Refused,0,all_persons,2017-07-01,2017-07-31,Q7a,without_children,0
Client Doesn't Know/Client Refused,0,all_persons,2017-07-01,2017-07-31,Q7a,with_children_and_adults,0
Client Doesn't Know/Client Refused,0,all_persons,2017-07-01,2017-07-31,Q7a,with_only_children,0
Client Doesn't Know/Client Refused,0,all_persons,2017-07-01,2017-07-31,Q7a,unknown_household_type,0
Data Not Collected,2,all_persons,2017-07-01,2017-07-31,Q7a,without_children,0
Data Not Collected,2,all_persons,2017-07-01,2017-07-31,Q7a,with_children_and_adults,0
Data Not Collected,2,all_persons,2017-07-01,2017-07-31,Q7a,with_only_children,0
Data Not Collected,2,all_persons,2017-07-01,2017-07-31,Q7a,unknown_household_type,2
For PSH and RRH - the total persons served who moved into housing,148,all_persons,2017-07-01,2017-07-31,Q7a,without_children,73
For PSH and RRH - the total persons served who moved into housing,148,all_persons,2017-07-01,2017-07-31,Q7a,with_children_and_adults,75
For PSH and RRH - the total persons served who moved into housing,148,all_persons,2017-07-01,2017-07-31,Q7a,with_only_children,0
For PSH and RRH - the total persons served who moved into housing,148,all_persons,2017-07-01,2017-07-31,Q7a,unknown_household_type,0
