time_prior_to_housing,total,population,start_date,end_date,question,household_type,count
7 days or less,32,all_persons,2018-07-01,2018-07-31,Q22e,without_children,21
7 days or less,32,all_persons,2018-07-01,2018-07-31,Q22e,with_children_and_adults,11
7 days or less,32,all_persons,2018-07-01,2018-07-31,Q22e,with_only_children,0
7 days or less,32,all_persons,2018-07-01,2018-07-31,Q22e,unknown_household_type,0
8 to 14 days,13,all_persons,2018-07-01,2018-07-31,Q22e,without_children,1
8 to 14 days,13,all_persons,2018-07-01,2018-07-31,Q22e,with_children_and_adults,12
8 to 14 days,13,all_persons,2018-07-01,2018-07-31,Q22e,with_only_children,0
8 to 14 days,13,all_persons,2018-07-01,2018-07-31,Q22e,unknown_household_type,0
15 to 21 days,3,all_persons,2018-07-01,2018-07-31,Q22e,without_children,1
15 to 21 days,3,all_persons,2018-07-01,2018-07-31,Q22e,with_children_and_adults,2
15 to 21 days,3,all_persons,2018-07-01,2018-07-31,Q22e,with_only_children,0
15 to 21 days,3,all_persons,2018-07-01,2018-07-31,Q22e,unknown_household_type,0
22 to 30 days,5,all_persons,2018-07-01,2018-07-31,Q22e,without_children,1
22 to 30 days,5,all_persons,2018-07-01,2018-07-31,Q22e,with_children_and_adults,4
22 to 30 days,5,all_persons,2018-07-01,2018-07-31,Q22e,with_only_children,0
22 to 30 days,5,all_persons,2018-07-01,2018-07-31,Q22e,unknown_household_type,0
31 to 60 days,15,all_persons,2018-07-01,2018-07-31,Q22e,without_children,8
31 to 60 days,15,all_persons,2018-07-01,2018-07-31,Q22e,with_children_and_adults,7
31 to 60 days,15,all_persons,2018-07-01,2018-07-31,Q22e,with_only_children,0
31 to 60 days,15,all_persons,2018-07-01,2018-07-31,Q22e,unknown_household_type,0
61 to 180 days,36,all_persons,2018-07-01,2018-07-31,Q22e,without_children,14
61 to 180 days,36,all_persons,2018-07-01,2018-07-31,Q22e,with_children_and_adults,22
61 to 180 days,36,all_persons,2018-07-01,2018-07-31,Q22e,with_only_children,0
61 to 180 days,36,all_persons,2018-07-01,2018-07-31,Q22e,unknown_household_type,0
181 to 365 days,32,all_persons,2018-07-01,2018-07-31,Q22e,without_children,11
181 to 365 days,32,all_persons,2018-07-01,2018-07-31,Q22e,with_children_and_adults,21
181 to 365 days,32,all_persons,2018-07-01,2018-07-31,Q22e,with_only_children,0
181 to 365 days,32,all_persons,2018-07-01,2018-07-31,Q22e,unknown_household_type,0
366-730 days (1-2 years),27,all_persons,2018-07-01,2018-07-31,Q22e,without_children,19
366-730 days (1-2 years),27,all_persons,2018-07-01,2018-07-31,Q22e,with_children_and_adults,8
366-730 days (1-2 years),27,all_persons,2018-07-01,2018-07-31,Q22e,with_only_children,0
366-730 days (1-2 years),27,all_persons,2018-07-01,2018-07-31,Q22e,unknown_household_type,0
731 days or more,44,all_persons,2018-07-01,2018-07-31,Q22e,without_children,33
731 days or more,44,all_persons,2018-07-01,2018-07-31,Q22e,with_children_and_adults,11
731 days or more,44,all_persons,2018-07-01,2018-07-31,Q22e,with_only_children,0
731 days or more,44,all_persons,2018-07-01,2018-07-31,Q22e,unknown_household_type,0
Total (persons moved into housing),207,all_persons,2018-07-01,2018-07-31,Q22e,without_children,109
Total (persons moved into housing),207,all_persons,2018-07-01,2018-07-31,Q22e,with_children_and_adults,98
Total (persons moved into housing),207,all_persons,2018-07-01,2018-07-31,Q22e,with_only_children,0
Total (persons moved into housing),207,all_persons,2018-07-01,2018-07-31,Q22e,unknown_household_type,0
Not yet moved into housing,11,all_persons,2018-07-01,2018-07-31,Q22e,without_children,5
Not yet moved into housing,11,all_persons,2018-07-01,2018-07-31,Q22e,with_children_and_adults,6
Not yet moved into housing,11,all_persons,2018-07-01,2018-07-31,Q22e,with_only_children,0
Not yet moved into housing,11,all_persons,2018-07-01,2018-07-31,Q22e,unknown_household_type,0
Data not collected,11,all_persons,2018-07-01,2018-07-31,Q22e,without_children,6
Data not collected,11,all_persons,2018-07-01,2018-07-31,Q22e,with_children_and_adults,5
Data not collected,11,all_persons,2018-07-01,2018-07-31,Q22e,with_only_children,0
Data not collected,11,all_persons,2018-07-01,2018-07-31,Q22e,unknown_household_type,0
Total persons,229,all_persons,2018-07-01,2018-07-31,Q22e,without_children,120
Total persons,229,all_persons,2018-07-01,2018-07-31,Q22e,with_children_and_adults,109
Total persons,229,all_persons,2018-07-01,2018-07-31,Q22e,with_only_children,0
Total persons,229,all_persons,2018-07-01,2018-07-31,Q22e,unknown_household_type,0
