length,total,population,start_date,end_date,question,status,count
30 days or less,136,all_persons,2018-07-01,2018-07-31,Q22a1,leavers,31
30 days or less,136,all_persons,2018-07-01,2018-07-31,Q22a1,stayers,105
31 to 60 days,62,all_persons,2018-07-01,2018-07-31,Q22a1,leavers,6
31 to 60 days,62,all_persons,2018-07-01,2018-07-31,Q22a1,stayers,56
61 to 90 days,62,all_persons,2018-07-01,2018-07-31,Q22a1,leavers,16
61 to 90 days,62,all_persons,2018-07-01,2018-07-31,Q22a1,stayers,46
91 to 180 days,82,all_persons,2018-07-01,2018-07-31,Q22a1,leavers,10
91 to 180 days,82,all_persons,2018-07-01,2018-07-31,Q22a1,stayers,72
181 to 365 days,57,all_persons,2018-07-01,2018-07-31,Q22a1,leavers,0
181 to 365 days,57,all_persons,2018-07-01,2018-07-31,Q22a1,stayers,57
366 to 730 Days (1-2 Yrs),33,all_persons,2018-07-01,2018-07-31,Q22a1,leavers,0
366 to 730 Days (1-2 Yrs),33,all_persons,2018-07-01,2018-07-31,Q22a1,stayers,33
"731 to 1,095 Days (2-3 Yrs)",24,all_persons,2018-07-01,2018-07-31,Q22a1,leavers,0
"731 to 1,095 Days (2-3 Yrs)",24,all_persons,2018-07-01,2018-07-31,Q22a1,stayers,24
"1,096 to 1,460 Days (3-4 Yrs)",8,all_persons,2018-07-01,2018-07-31,Q22a1,leavers,0
"1,096 to 1,460 Days (3-4 Yrs)",8,all_persons,2018-07-01,2018-07-31,Q22a1,stayers,8
"1,461 to 1,825 Days (5-5 Yrs)",3,all_persons,2018-07-01,2018-07-31,Q22a1,leavers,0
"1,461 to 1,825 Days (5-5 Yrs)",3,all_persons,2018-07-01,2018-07-31,Q22a1,stayers,3
"More than 1,825 Days (>5 Yrs)",33,all_persons,2018-07-01,2018-07-31,Q22a1,leavers,0
"More than 1,825 Days (>5 Yrs)",33,all_persons,2018-07-01,2018-07-31,Q22a1,stayers,33
Data Not Collected,0,all_persons,2018-07-01,2018-07-31,Q22a1,leavers,0
Data Not Collected,0,all_persons,2018-07-01,2018-07-31,Q22a1,stayers,0
