count_conditions,total,adults_in_hh_with_children_and_adults,children_in_hh_with_children_and_adults,population,start_date,end_date,question,household_type,count
None,216,58,106,all_persons,2018-07-01,2018-07-31,Q13c2,without_children,41
None,216,58,106,all_persons,2018-07-01,2018-07-31,Q13c2,with_only_children,11
None,216,58,106,all_persons,2018-07-01,2018-07-31,Q13c2,unknown_household_type,0
1 Condition,114,17,10,all_persons,2018-07-01,2018-07-31,Q13c2,without_children,87
1 Condition,114,17,10,all_persons,2018-07-01,2018-07-31,Q13c2,with_only_children,0
1 Condition,114,17,10,all_persons,2018-07-01,2018-07-31,Q13c2,unknown_household_type,0
2 Conditions,60,8,2,all_persons,2018-07-01,2018-07-31,Q13c2,without_children,49
2 Conditions,60,8,2,all_persons,2018-07-01,2018-07-31,Q13c2,with_only_children,1
2 Conditions,60,8,2,all_persons,2018-07-01,2018-07-31,Q13c2,unknown_household_type,0
3+ Conditions,38,4,0,all_persons,2018-07-01,2018-07-31,Q13c2,without_children,34
3+ Conditions,38,4,0,all_persons,2018-07-01,2018-07-31,Q13c2,with_only_children,0
3+ Conditions,38,4,0,all_persons,2018-07-01,2018-07-31,Q13c2,unknown_household_type,0
Condition Unknown,1,1,0,all_persons,2018-07-01,2018-07-31,Q13c2,without_children,0
Condition Unknown,1,1,0,all_persons,2018-07-01,2018-07-31,Q13c2,with_only_children,0
Condition Unknown,1,1,0,all_persons,2018-07-01,2018-07-31,Q13c2,unknown_household_type,0
Client Doesn't Know/Client Refused,0,0,0,all_persons,2018-07-01,2018-07-31,Q13c2,without_children,0
Client Doesn't Know/Client Refused,0,0,0,all_persons,2018-07-01,2018-07-31,Q13c2,with_only_children,0
Client Doesn't Know/Client Refused,0,0,0,all_persons,2018-07-01,2018-07-31,Q13c2,unknown_household_type,0
Data Not Collected,8,1,3,all_persons,2018-07-01,2018-07-31,Q13c2,without_children,2
Data Not Collected,8,1,3,all_persons,2018-07-01,2018-07-31,Q13c2,with_only_children,1
Data Not Collected,8,1,3,all_persons,2018-07-01,2018-07-31,Q13c2,unknown_household_type,1
