health_insurance,population,start_date,end_date,question,status,count
MEDICAID,all_persons,2018-07-01,2018-07-31,Q21,at_start,255
MEDICAID,all_persons,2018-07-01,2018-07-31,Q21,at_annual_assessment_for_stayers,26
MEDICAID,all_persons,2018-07-01,2018-07-31,Q21,at_exit_for_leavers,38
MEDICARE,all_persons,2018-07-01,2018-07-31,Q21,at_start,50
MEDICARE,all_persons,2018-07-01,2018-07-31,Q21,at_annual_assessment_for_stayers,15
MEDICARE,all_persons,2018-07-01,2018-07-31,Q21,at_exit_for_leavers,6
State Children's Health Insurance Program,all_persons,2018-07-01,2018-07-31,Q21,at_start,3
State Children's Health Insurance Program,all_persons,2018-07-01,2018-07-31,Q21,at_annual_assessment_for_stayers,0
State Children's Health Insurance Program,all_persons,2018-07-01,2018-07-31,Q21,at_exit_for_leavers,0
Veteran's Administration (VA) Medical Services,all_persons,2018-07-01,2018-07-31,Q21,at_start,13
Veteran's Administration (VA) Medical Services,all_persons,2018-07-01,2018-07-31,Q21,at_annual_assessment_for_stayers,11
Veteran's Administration (VA) Medical Services,all_persons,2018-07-01,2018-07-31,Q21,at_exit_for_leavers,1
Employer - Provided Health Insurance,all_persons,2018-07-01,2018-07-31,Q21,at_start,8
Employer - Provided Health Insurance,all_persons,2018-07-01,2018-07-31,Q21,at_annual_assessment_for_stayers,0
Employer - Provided Health Insurance,all_persons,2018-07-01,2018-07-31,Q21,at_exit_for_leavers,1
Health Insurance obtained through COBRA,all_persons,2018-07-01,2018-07-31,Q21,at_start,1
Health Insurance obtained through COBRA,all_persons,2018-07-01,2018-07-31,Q21,at_annual_assessment_for_stayers,0
Health Insurance obtained through COBRA,all_persons,2018-07-01,2018-07-31,Q21,at_exit_for_leavers,0
Private Pay Health Insurance,all_persons,2018-07-01,2018-07-31,Q21,at_start,27
Private Pay Health Insurance,all_persons,2018-07-01,2018-07-31,Q21,at_annual_assessment_for_stayers,0
Private Pay Health Insurance,all_persons,2018-07-01,2018-07-31,Q21,at_exit_for_leavers,1
State Health Insurance for Adults,all_persons,2018-07-01,2018-07-31,Q21,at_start,6
State Health Insurance for Adults,all_persons,2018-07-01,2018-07-31,Q21,at_annual_assessment_for_stayers,0
State Health Insurance for Adults,all_persons,2018-07-01,2018-07-31,Q21,at_exit_for_leavers,1
Indian Health Services Program,all_persons,2018-07-01,2018-07-31,Q21,at_start,2
Indian Health Services Program,all_persons,2018-07-01,2018-07-31,Q21,at_annual_assessment_for_stayers,0
Indian Health Services Program,all_persons,2018-07-01,2018-07-31,Q21,at_exit_for_leavers,0
Other,all_persons,2018-07-01,2018-07-31,Q21,at_start,5
Other,all_persons,2018-07-01,2018-07-31,Q21,at_annual_assessment_for_stayers,0
Other,all_persons,2018-07-01,2018-07-31,Q21,at_exit_for_leavers,1
No Health Insurance,all_persons,2018-07-01,2018-07-31,Q21,at_start,165
No Health Insurance,all_persons,2018-07-01,2018-07-31,Q21,at_annual_assessment_for_stayers,11
No Health Insurance,all_persons,2018-07-01,2018-07-31,Q21,at_exit_for_leavers,22
Client Doesn't Know/Client Refused,all_persons,2018-07-01,2018-07-31,Q21,at_start,0
Client Doesn't Know/Client Refused,all_persons,2018-07-01,2018-07-31,Q21,at_annual_assessment_for_stayers,0
Client Doesn't Know/Client Refused,all_persons,2018-07-01,2018-07-31,Q21,at_exit_for_leavers,0
Data Not Collected,all_persons,2018-07-01,2018-07-31,Q21,at_start,17
Data Not Collected,all_persons,2018-07-01,2018-07-31,Q21,at_annual_assessment_for_stayers,53
Data Not Collected,all_persons,2018-07-01,2018-07-31,Q21,at_exit_for_leavers,0
Number of Stayers not yet Required To Have an Annual Assessment,all_persons,2018-07-01,2018-07-31,Q21,at_start,0
Number of Stayers not yet Required To Have an Annual Assessment,all_persons,2018-07-01,2018-07-31,Q21,at_annual_assessment_for_stayers,336
Number of Stayers not yet Required To Have an Annual Assessment,all_persons,2018-07-01,2018-07-31,Q21,at_exit_for_leavers,0
1 Source of Health Insurance,all_persons,2018-07-01,2018-07-31,Q21,at_start,283
1 Source of Health Insurance,all_persons,2018-07-01,2018-07-31,Q21,at_annual_assessment_for_stayers,25
1 Source of Health Insurance,all_persons,2018-07-01,2018-07-31,Q21,at_exit_for_leavers,34
More than 1 Source of Health Insurance,all_persons,2018-07-01,2018-07-31,Q21,at_start,37
More than 1 Source of Health Insurance,all_persons,2018-07-01,2018-07-31,Q21,at_annual_assessment_for_stayers,12
More than 1 Source of Health Insurance,all_persons,2018-07-01,2018-07-31,Q21,at_exit_for_leavers,7
