pit_month,total,population,start_date,end_date,question,household_type,count
January,0,all_households,2018-07-01,2018-07-31,Q8b,without_children,0
January,0,all_households,2018-07-01,2018-07-31,Q8b,with_children_and_adults,0
January,0,all_households,2018-07-01,2018-07-31,Q8b,with_only_children,0
January,0,all_households,2018-07-01,2018-07-31,Q8b,unknown_household_type,0
April,0,all_households,2018-07-01,2018-07-31,Q8b,without_children,0
April,0,all_households,2018-07-01,2018-07-31,Q8b,with_children_and_adults,0
April,0,all_households,2018-07-01,2018-07-31,Q8b,with_only_children,0
April,0,all_households,2018-07-01,2018-07-31,Q8b,unknown_household_type,0
July,239,all_households,2018-07-01,2018-07-31,Q8b,without_children,181
July,239,all_households,2018-07-01,2018-07-31,Q8b,with_children_and_adults,57
July,239,all_households,2018-07-01,2018-07-31,Q8b,with_only_children,1
July,239,all_households,2018-07-01,2018-07-31,Q8b,unknown_household_type,0
October,0,all_households,2018-07-01,2018-07-31,Q8b,without_children,0
October,0,all_households,2018-07-01,2018-07-31,Q8b,with_children_and_adults,0
October,0,all_households,2018-07-01,2018-07-31,Q8b,with_only_children,0
October,0,all_households,2018-07-01,2018-07-31,Q8b,unknown_household_type,0
