persons_served,total,population,start_date,end_date,question,household_type,count
Adults,339,all_persons,2018-07-01,2018-07-31,Q7a,without_children,231
Adults,339,all_persons,2018-07-01,2018-07-31,Q7a,with_children_and_adults,108
Adults,339,all_persons,2018-07-01,2018-07-31,Q7a,with_only_children,0
Adults,339,all_persons,2018-07-01,2018-07-31,Q7a,unknown_household_type,0
Children,160,all_persons,2018-07-01,2018-07-31,Q7a,without_children,0
Children,160,all_persons,2018-07-01,2018-07-31,Q7a,with_children_and_adults,147
Children,160,all_persons,2018-07-01,2018-07-31,Q7a,with_only_children,13
Children,160,all_persons,2018-07-01,2018-07-31,Q7a,unknown_household_type,0
Client Doesn't Know/Client Refused,0,all_persons,2018-07-01,2018-07-31,Q7a,without_children,0
Client Doesn't Know/Client Refused,0,all_persons,2018-07-01,2018-07-31,Q7a,with_children_and_adults,0
Client Doesn't Know/Client Refused,0,all_persons,2018-07-01,2018-07-31,Q7a,with_only_children,0
Client Doesn't Know/Client Refused,0,all_persons,2018-07-01,2018-07-31,Q7a,unknown_household_type,0
Data Not Collected,1,all_persons,2018-07-01,2018-07-31,Q7a,without_children,0
Data Not Collected,1,all_persons,2018-07-01,2018-07-31,Q7a,with_children_and_adults,0
Data Not Collected,1,all_persons,2018-07-01,2018-07-31,Q7a,with_only_children,0
Data Not Collected,1,all_persons,2018-07-01,2018-07-31,Q7a,unknown_household_type,1
For PSH and RRH - the total persons served who moved into housing,152,all_persons,2018-07-01,2018-07-31,Q7a,without_children,79
For PSH and RRH - the total persons served who moved into housing,152,all_persons,2018-07-01,2018-07-31,Q7a,with_children_and_adults,73
For PSH and RRH - the total persons served who moved into housing,152,all_persons,2018-07-01,2018-07-31,Q7a,with_only_children,0
For PSH and RRH - the total persons served who moved into housing,152,all_persons,2018-07-01,2018-07-31,Q7a,unknown_household_type,0
