conditions,total,adults_in_hh_with_children_and_adults,children_in_hh_with_children_and_adults,population,start_date,end_date,question,household_type,count
Mental Health Disorder,114,16,10,all_persons,2016-07-01,2016-07-31,Q13a1,without_children,88
Mental Health Disorder,114,16,10,all_persons,2016-07-01,2016-07-31,Q13a1,with_only_children,0
Mental Health Disorder,114,16,10,all_persons,2016-07-01,2016-07-31,Q13a1,unknown_household_type,0
Alcohol Use Disorder,15,0,0,all_persons,2016-07-01,2016-07-31,Q13a1,without_children,15
Alcohol Use Disorder,15,0,0,all_persons,2016-07-01,2016-07-31,Q13a1,with_only_children,0
Alcohol Use Disorder,15,0,0,all_persons,2016-07-01,2016-07-31,Q13a1,unknown_household_type,0
Drug Use Disorder,10,3,0,all_persons,2016-07-01,2016-07-31,Q13a1,without_children,6
Drug Use Disorder,10,3,0,all_persons,2016-07-01,2016-07-31,Q13a1,with_only_children,1
Drug Use Disorder,10,3,0,all_persons,2016-07-01,2016-07-31,Q13a1,unknown_household_type,0
Both Alcohol and Drug Use Disorders,12,1,0,all_persons,2016-07-01,2016-07-31,Q13a1,without_children,11
Both Alcohol and Drug Use Disorders,12,1,0,all_persons,2016-07-01,2016-07-31,Q13a1,with_only_children,0
Both Alcohol and Drug Use Disorders,12,1,0,all_persons,2016-07-01,2016-07-31,Q13a1,unknown_household_type,0
Chronic Health Condition,49,8,3,all_persons,2016-07-01,2016-07-31,Q13a1,without_children,38
Chronic Health Condition,49,8,3,all_persons,2016-07-01,2016-07-31,Q13a1,with_only_children,0
Chronic Health Condition,49,8,3,all_persons,2016-07-01,2016-07-31,Q13a1,unknown_household_type,0
HIV/AIDS,88,1,0,all_persons,2016-07-01,2016-07-31,Q13a1,without_children,86
HIV/AIDS,88,1,0,all_persons,2016-07-01,2016-07-31,Q13a1,with_only_children,1
HIV/AIDS,88,1,0,all_persons,2016-07-01,2016-07-31,Q13a1,unknown_household_type,0
Development Disability,20,3,7,all_persons,2016-07-01,2016-07-31,Q13a1,without_children,10
Development Disability,20,3,7,all_persons,2016-07-01,2016-07-31,Q13a1,with_only_children,0
Development Disability,20,3,7,all_persons,2016-07-01,2016-07-31,Q13a1,unknown_household_type,0
Physical Disability,82,12,10,all_persons,2016-07-01,2016-07-31,Q13a1,without_children,60
Physical Disability,82,12,10,all_persons,2016-07-01,2016-07-31,Q13a1,with_only_children,0
Physical Disability,82,12,10,all_persons,2016-07-01,2016-07-31,Q13a1,unknown_household_type,0
