length,total,population,start_date,end_date,question,status,count
30 days or less,192,all_persons,2016-07-01,2016-07-31,Q22a1,leavers,36
30 days or less,192,all_persons,2016-07-01,2016-07-31,Q22a1,stayers,156
31 to 60 days,79,all_persons,2016-07-01,2016-07-31,Q22a1,leavers,10
31 to 60 days,79,all_persons,2016-07-01,2016-07-31,Q22a1,stayers,69
61 to 90 days,85,all_persons,2016-07-01,2016-07-31,Q22a1,leavers,31
61 to 90 days,85,all_persons,2016-07-01,2016-07-31,Q22a1,stayers,54
91 to 180 days,63,all_persons,2016-07-01,2016-07-31,Q22a1,leavers,9
91 to 180 days,63,all_persons,2016-07-01,2016-07-31,Q22a1,stayers,54
181 to 365 days,36,all_persons,2016-07-01,2016-07-31,Q22a1,leavers,8
181 to 365 days,36,all_persons,2016-07-01,2016-07-31,Q22a1,stayers,28
366 to 730 Days (1-2 Yrs),31,all_persons,2016-07-01,2016-07-31,Q22a1,leavers,2
366 to 730 Days (1-2 Yrs),31,all_persons,2016-07-01,2016-07-31,Q22a1,stayers,29
"731 to 1,095 Days (2-3 Yrs)",7,all_persons,2016-07-01,2016-07-31,Q22a1,leavers,1
"731 to 1,095 Days (2-3 Yrs)",7,all_persons,2016-07-01,2016-07-31,Q22a1,stayers,6
"1,096 to 1,460 Days (3-4 Yrs)",14,all_persons,2016-07-01,2016-07-31,Q22a1,leavers,0
"1,096 to 1,460 Days (3-4 Yrs)",14,all_persons,2016-07-01,2016-07-31,Q22a1,stayers,14
"1,461 to 1,825 Days (5-5 Yrs)",11,all_persons,2016-07-01,2016-07-31,Q22a1,leavers,0
"1,461 to 1,825 Days (5-5 Yrs)",11,all_persons,2016-07-01,2016-07-31,Q22a1,stayers,11
"More than 1,825 Days (>5 Yrs)",59,all_persons,2016-07-01,2016-07-31,Q22a1,leavers,1
"More than 1,825 Days (>5 Yrs)",59,all_persons,2016-07-01,2016-07-31,Q22a1,stayers,58
Data Not Collected,0,all_persons,2016-07-01,2016-07-31,Q22a1,leavers,0
Data Not Collected,0,all_persons,2016-07-01,2016-07-31,Q22a1,stayers,0
