ch_status_households,total,population,start_date,end_date,question,household_type,count
Chronically Homeless ,45,all_households,2016-07-01,2016-07-31,Q26a,without_children,45
Chronically Homeless ,45,all_households,2016-07-01,2016-07-31,Q26a,with_children_and_adults,0
Chronically Homeless ,45,all_households,2016-07-01,2016-07-31,Q26a,with_only_children,0
Chronically Homeless ,45,all_households,2016-07-01,2016-07-31,Q26a,unknown_household_type,0
Not Chronically Homeless,244,all_households,2016-07-01,2016-07-31,Q26a,without_children,170
Not Chronically Homeless,244,all_households,2016-07-01,2016-07-31,Q26a,with_children_and_adults,74
Not Chronically Homeless,244,all_households,2016-07-01,2016-07-31,Q26a,with_only_children,0
Not Chronically Homeless,244,all_households,2016-07-01,2016-07-31,Q26a,unknown_household_type,0
Client Doesn't Know/Client Refused,0,all_households,2016-07-01,2016-07-31,Q26a,without_children,0
Client Doesn't Know/Client Refused,0,all_households,2016-07-01,2016-07-31,Q26a,with_children_and_adults,0
Client Doesn't Know/Client Refused,0,all_households,2016-07-01,2016-07-31,Q26a,with_only_children,0
Client Doesn't Know/Client Refused,0,all_households,2016-07-01,2016-07-31,Q26a,unknown_household_type,0
Data Not Collected,36,all_households,2016-07-01,2016-07-31,Q26a,without_children,31
Data Not Collected,36,all_households,2016-07-01,2016-07-31,Q26a,with_children_and_adults,5
Data Not Collected,36,all_households,2016-07-01,2016-07-31,Q26a,with_only_children,0
Data Not Collected,36,all_households,2016-07-01,2016-07-31,Q26a,unknown_household_type,0
