income_sources,population,start_date,end_date,question,status,count
Earned Income,adults,2016-07-01,2016-07-31,Q17,income_at_start,140
Earned Income,adults,2016-07-01,2016-07-31,Q17,income_at_latest_annual_assessment_for_stayers,2
Earned Income,adults,2016-07-01,2016-07-31,Q17,income_at_exit_for_leavers,25
Unemployment Insurance,adults,2016-07-01,2016-07-31,Q17,income_at_start,1
Unemployment Insurance,adults,2016-07-01,2016-07-31,Q17,income_at_latest_annual_assessment_for_stayers,1
Unemployment Insurance,adults,2016-07-01,2016-07-31,Q17,income_at_exit_for_leavers,0
Supplemental Security Income (SSI),adults,2016-07-01,2016-07-31,Q17,income_at_start,64
Supplemental Security Income (SSI),adults,2016-07-01,2016-07-31,Q17,income_at_latest_annual_assessment_for_stayers,15
Supplemental Security Income (SSI),adults,2016-07-01,2016-07-31,Q17,income_at_exit_for_leavers,7
Social Security Disability Insurance (SSDI),adults,2016-07-01,2016-07-31,Q17,income_at_start,46
Social Security Disability Insurance (SSDI),adults,2016-07-01,2016-07-31,Q17,income_at_latest_annual_assessment_for_stayers,9
Social Security Disability Insurance (SSDI),adults,2016-07-01,2016-07-31,Q17,income_at_exit_for_leavers,3
VA Service - Connected Disability Compensation,adults,2016-07-01,2016-07-31,Q17,income_at_start,5
VA Service - Connected Disability Compensation,adults,2016-07-01,2016-07-31,Q17,income_at_latest_annual_assessment_for_stayers,0
VA Service - Connected Disability Compensation,adults,2016-07-01,2016-07-31,Q17,income_at_exit_for_leavers,1
VA Non-Service Connected Disability Pension,adults,2016-07-01,2016-07-31,Q17,income_at_start,2
VA Non-Service Connected Disability Pension,adults,2016-07-01,2016-07-31,Q17,income_at_latest_annual_assessment_for_stayers,0
VA Non-Service Connected Disability Pension,adults,2016-07-01,2016-07-31,Q17,income_at_exit_for_leavers,0
Private Disability Insurance,adults,2016-07-01,2016-07-31,Q17,income_at_start,0
Private Disability Insurance,adults,2016-07-01,2016-07-31,Q17,income_at_latest_annual_assessment_for_stayers,0
Private Disability Insurance,adults,2016-07-01,2016-07-31,Q17,income_at_exit_for_leavers,0
Worker's Compensation,adults,2016-07-01,2016-07-31,Q17,income_at_start,0
Worker's Compensation,adults,2016-07-01,2016-07-31,Q17,income_at_latest_annual_assessment_for_stayers,0
Worker's Compensation,adults,2016-07-01,2016-07-31,Q17,income_at_exit_for_leavers,0
Temporary Assistance for Needy Families (TANF),adults,2016-07-01,2016-07-31,Q17,income_at_start,8
Temporary Assistance for Needy Families (TANF),adults,2016-07-01,2016-07-31,Q17,income_at_latest_annual_assessment_for_stayers,0
Temporary Assistance for Needy Families (TANF),adults,2016-07-01,2016-07-31,Q17,income_at_exit_for_leavers,2
General Assistance (GA),adults,2016-07-01,2016-07-31,Q17,income_at_start,0
General Assistance (GA),adults,2016-07-01,2016-07-31,Q17,income_at_latest_annual_assessment_for_stayers,0
General Assistance (GA),adults,2016-07-01,2016-07-31,Q17,income_at_exit_for_leavers,0
Retirement Income from Social Security,adults,2016-07-01,2016-07-31,Q17,income_at_start,5
Retirement Income from Social Security,adults,2016-07-01,2016-07-31,Q17,income_at_latest_annual_assessment_for_stayers,0
Retirement Income from Social Security,adults,2016-07-01,2016-07-31,Q17,income_at_exit_for_leavers,0
Pension or retirement income from a former job,adults,2016-07-01,2016-07-31,Q17,income_at_start,5
Pension or retirement income from a former job,adults,2016-07-01,2016-07-31,Q17,income_at_latest_annual_assessment_for_stayers,0
Pension or retirement income from a former job,adults,2016-07-01,2016-07-31,Q17,income_at_exit_for_leavers,0
Child Support,adults,2016-07-01,2016-07-31,Q17,income_at_start,15
Child Support,adults,2016-07-01,2016-07-31,Q17,income_at_latest_annual_assessment_for_stayers,0
Child Support,adults,2016-07-01,2016-07-31,Q17,income_at_exit_for_leavers,3
Alimony and other spousal support,adults,2016-07-01,2016-07-31,Q17,income_at_start,1
Alimony and other spousal support,adults,2016-07-01,2016-07-31,Q17,income_at_latest_annual_assessment_for_stayers,0
Alimony and other spousal support,adults,2016-07-01,2016-07-31,Q17,income_at_exit_for_leavers,0
Other Source,adults,2016-07-01,2016-07-31,Q17,income_at_start,4
Other Source,adults,2016-07-01,2016-07-31,Q17,income_at_latest_annual_assessment_for_stayers,0
Other Source,adults,2016-07-01,2016-07-31,Q17,income_at_exit_for_leavers,2
Adults with Income Information at Start and Annual Assessment/Exit,adults,2016-07-01,2016-07-31,Q17,income_at_start,0
Adults with Income Information at Start and Annual Assessment/Exit,adults,2016-07-01,2016-07-31,Q17,income_at_latest_annual_assessment_for_stayers,34
Adults with Income Information at Start and Annual Assessment/Exit,adults,2016-07-01,2016-07-31,Q17,income_at_exit_for_leavers,0
