count_conditions,total,adults_in_hh_with_children_and_adults,children_in_hh_with_children_and_adults,population,start_date,end_date,question,household_type,count
None,69,19,34,all_persons,2016-07-01,2016-07-31,Q13b2,without_children,16
None,69,19,34,all_persons,2016-07-01,2016-07-31,Q13b2,with_only_children,0
None,69,19,34,all_persons,2016-07-01,2016-07-31,Q13b2,unknown_household_type,0
1 Condition,15,5,4,all_persons,2016-07-01,2016-07-31,Q13b2,without_children,6
1 Condition,15,5,4,all_persons,2016-07-01,2016-07-31,Q13b2,with_only_children,0
1 Condition,15,5,4,all_persons,2016-07-01,2016-07-31,Q13b2,unknown_household_type,0
2 Conditions,9,1,4,all_persons,2016-07-01,2016-07-31,Q13b2,without_children,4
2 Conditions,9,1,4,all_persons,2016-07-01,2016-07-31,Q13b2,with_only_children,0
2 Conditions,9,1,4,all_persons,2016-07-01,2016-07-31,Q13b2,unknown_household_type,0
3+ Conditions,2,0,0,all_persons,2016-07-01,2016-07-31,Q13b2,without_children,2
3+ Conditions,2,0,0,all_persons,2016-07-01,2016-07-31,Q13b2,with_only_children,0
3+ Conditions,2,0,0,all_persons,2016-07-01,2016-07-31,Q13b2,unknown_household_type,0
Condition Unknown,3,0,1,all_persons,2016-07-01,2016-07-31,Q13b2,without_children,2
Condition Unknown,3,0,1,all_persons,2016-07-01,2016-07-31,Q13b2,with_only_children,0
Condition Unknown,3,0,1,all_persons,2016-07-01,2016-07-31,Q13b2,unknown_household_type,0
Client Doesn't Know/Client Refused,0,0,0,all_persons,2016-07-01,2016-07-31,Q13b2,without_children,0
Client Doesn't Know/Client Refused,0,0,0,all_persons,2016-07-01,2016-07-31,Q13b2,with_only_children,0
Client Doesn't Know/Client Refused,0,0,0,all_persons,2016-07-01,2016-07-31,Q13b2,unknown_household_type,0
Data Not Collected,0,0,0,all_persons,2016-07-01,2016-07-31,Q13b2,without_children,0
Data Not Collected,0,0,0,all_persons,2016-07-01,2016-07-31,Q13b2,with_only_children,0
Data Not Collected,0,0,0,all_persons,2016-07-01,2016-07-31,Q13b2,unknown_household_type,0
