veteran_status_households,total,population,start_date,end_date,question,household_type,count
Chronically Homeless Veteran,15,all_households,2016-07-01,2016-07-31,Q25b,without_children,15
Chronically Homeless Veteran,15,all_households,2016-07-01,2016-07-31,Q25b,with_children_and_adults,0
Chronically Homeless Veteran,15,all_households,2016-07-01,2016-07-31,Q25b,unknown_household_type,0
Non-Chronically Homeless Veteran,7,all_households,2016-07-01,2016-07-31,Q25b,without_children,5
Non-Chronically Homeless Veteran,7,all_households,2016-07-01,2016-07-31,Q25b,with_children_and_adults,2
Non-Chronically Homeless Veteran,7,all_households,2016-07-01,2016-07-31,Q25b,unknown_household_type,0
Not a Veteran,295,all_households,2016-07-01,2016-07-31,Q25b,without_children,218
Not a Veteran,295,all_households,2016-07-01,2016-07-31,Q25b,with_children_and_adults,77
Not a Veteran,295,all_households,2016-07-01,2016-07-31,Q25b,unknown_household_type,0
Client Doesn't Know/Client Refused,2,all_households,2016-07-01,2016-07-31,Q25b,without_children,2
Client Doesn't Know/Client Refused,2,all_households,2016-07-01,2016-07-31,Q25b,with_children_and_adults,0
Client Doesn't Know/Client Refused,2,all_households,2016-07-01,2016-07-31,Q25b,unknown_household_type,0
Data Not Collected,6,all_households,2016-07-01,2016-07-31,Q25b,without_children,6
Data Not Collected,6,all_households,2016-07-01,2016-07-31,Q25b,with_children_and_adults,0
Data Not Collected,6,all_households,2016-07-01,2016-07-31,Q25b,unknown_household_type,0
