gender_identity,total,population,start_date,end_date,question,household_type,count
Male,230,adults,2016-07-01,2016-07-31,Q10a,without_children,186
Male,230,adults,2016-07-01,2016-07-31,Q10a,with_children_and_adults,43
Male,230,adults,2016-07-01,2016-07-31,Q10a,unknown_household_type,1
Female,172,adults,2016-07-01,2016-07-31,Q10a,without_children,89
Female,172,adults,2016-07-01,2016-07-31,Q10a,with_children_and_adults,83
Female,172,adults,2016-07-01,2016-07-31,Q10a,unknown_household_type,0
No Single Gender,0,adults,2016-07-01,2016-07-31,Q10a,without_children,0
No Single Gender,0,adults,2016-07-01,2016-07-31,Q10a,with_children_and_adults,0
No Single Gender,0,adults,2016-07-01,2016-07-31,Q10a,unknown_household_type,0
Questioning,0,adults,2016-07-01,2016-07-31,Q10a,without_children,0
Questioning,0,adults,2016-07-01,2016-07-31,Q10a,with_children_and_adults,0
Questioning,0,adults,2016-07-01,2016-07-31,Q10a,unknown_household_type,0
Transgender,4,adults,2016-07-01,2016-07-31,Q10a,without_children,4
Transgender,4,adults,2016-07-01,2016-07-31,Q10a,with_children_and_adults,0
Transgender,4,adults,2016-07-01,2016-07-31,Q10a,unknown_household_type,0
Client Doesn't Know/Client Refused,0,adults,2016-07-01,2016-07-31,Q10a,without_children,0
Client Doesn't Know/Client Refused,0,adults,2016-07-01,2016-07-31,Q10a,with_children_and_adults,0
Client Doesn't Know/Client Refused,0,adults,2016-07-01,2016-07-31,Q10a,unknown_household_type,0
Data Not Collected,0,adults,2016-07-01,2016-07-31,Q10a,without_children,0
Data Not Collected,0,adults,2016-07-01,2016-07-31,Q10a,with_children_and_adults,0
Data Not Collected,0,adults,2016-07-01,2016-07-31,Q10a,unknown_household_type,0
