ethnicity,total,population,start_date,end_date,question,household_type,count
Non-Hispanic/Non-Latin(a)(o)(x),514,all_persons,2016-07-01,2016-07-31,Q12b,without_children,255
Non-Hispanic/Non-Latin(a)(o)(x),514,all_persons,2016-07-01,2016-07-31,Q12b,with_children_and_adults,254
Non-Hispanic/Non-Latin(a)(o)(x),514,all_persons,2016-07-01,2016-07-31,Q12b,with_only_children,4
Non-Hispanic/Non-Latin(a)(o)(x),514,all_persons,2016-07-01,2016-07-31,Q12b,unknown_household_type,1
Hispanic/Latin(a)(o)(x),61,all_persons,2016-07-01,2016-07-31,Q12b,without_children,24
Hispanic/Latin(a)(o)(x),61,all_persons,2016-07-01,2016-07-31,Q12b,with_children_and_adults,36
Hispanic/Latin(a)(o)(x),61,all_persons,2016-07-01,2016-07-31,Q12b,with_only_children,1
Hispanic/Latin(a)(o)(x),61,all_persons,2016-07-01,2016-07-31,Q12b,unknown_household_type,0
Client Doesn't Know/Client Refused,0,all_persons,2016-07-01,2016-07-31,Q12b,without_children,0
Client Doesn't Know/Client Refused,0,all_persons,2016-07-01,2016-07-31,Q12b,with_children_and_adults,0
Client Doesn't Know/Client Refused,0,all_persons,2016-07-01,2016-07-31,Q12b,with_only_children,0
Client Doesn't Know/Client Refused,0,all_persons,2016-07-01,2016-07-31,Q12b,unknown_household_type,0
Data Not Collected,2,all_persons,2016-07-01,2016-07-31,Q12b,without_children,0
Data Not Collected,2,all_persons,2016-07-01,2016-07-31,Q12b,with_children_and_adults,0
Data Not Collected,2,all_persons,2016-07-01,2016-07-31,Q12b,with_only_children,0
Data Not Collected,2,all_persons,2016-07-01,2016-07-31,Q12b,unknown_household_type,2
