count_non_cash_benefits,population,start_date,end_date,question,status,count
No Sources,all_persons,2016-07-01,2016-07-31,Q20b,benefit_at_entry,245
No Sources,all_persons,2016-07-01,2016-07-31,Q20b,benefit_at_latest_annual_assessment_for_stayers,15
No Sources,all_persons,2016-07-01,2016-07-31,Q20b,benefit_at_exit_for_leavers,32
1 + Source(s),all_persons,2016-07-01,2016-07-31,Q20b,benefit_at_entry,130
1 + Source(s),all_persons,2016-07-01,2016-07-31,Q20b,benefit_at_latest_annual_assessment_for_stayers,18
1 + Source(s),all_persons,2016-07-01,2016-07-31,Q20b,benefit_at_exit_for_leavers,22
Client Doesn't Know/Client Refused,all_persons,2016-07-01,2016-07-31,Q20b,benefit_at_entry,0
Client Doesn't Know/Client Refused,all_persons,2016-07-01,2016-07-31,Q20b,benefit_at_latest_annual_assessment_for_stayers,0
Client Doesn't Know/Client Refused,all_persons,2016-07-01,2016-07-31,Q20b,benefit_at_exit_for_leavers,0
Data Not Collected/Not stayed long enough for Annual Assessment,all_persons,2016-07-01,2016-07-31,Q20b,benefit_at_entry,31
Data Not Collected/Not stayed long enough for Annual Assessment,all_persons,2016-07-01,2016-07-31,Q20b,benefit_at_latest_annual_assessment_for_stayers,318
Data Not Collected/Not stayed long enough for Annual Assessment,all_persons,2016-07-01,2016-07-31,Q20b,benefit_at_exit_for_leavers,1
