age_group,total,population,start_date,end_date,question,household_type,count
12 - 17,2,youth,2016-07-01,2016-07-31,Q27a,without_children,0
12 - 17,2,youth,2016-07-01,2016-07-31,Q27a,with_children_and_adults,0
12 - 17,2,youth,2016-07-01,2016-07-31,Q27a,with_only_children,2
12 - 17,2,youth,2016-07-01,2016-07-31,Q27a,unknown_household_type,0
18 - 24,23,youth,2016-07-01,2016-07-31,Q27a,without_children,13
18 - 24,23,youth,2016-07-01,2016-07-31,Q27a,with_children_and_adults,10
18 - 24,23,youth,2016-07-01,2016-07-31,Q27a,with_only_children,0
18 - 24,23,youth,2016-07-01,2016-07-31,Q27a,unknown_household_type,0
Client Doesn't Know/Client Refused,0,youth,2016-07-01,2016-07-31,Q27a,without_children,0
Client Doesn't Know/Client Refused,0,youth,2016-07-01,2016-07-31,Q27a,with_children_and_adults,0
Client Doesn't Know/Client Refused,0,youth,2016-07-01,2016-07-31,Q27a,with_only_children,0
Client Doesn't Know/Client Refused,0,youth,2016-07-01,2016-07-31,Q27a,unknown_household_type,0
Data Not Collected,0,youth,2016-07-01,2016-07-31,Q27a,without_children,0
Data Not Collected,0,youth,2016-07-01,2016-07-31,Q27a,with_children_and_adults,0
Data Not Collected,0,youth,2016-07-01,2016-07-31,Q27a,with_only_children,0
Data Not Collected,0,youth,2016-07-01,2016-07-31,Q27a,unknown_household_type,0
