count_conditions,total,adults_in_hh_with_children_and_adults,children_in_hh_with_children_and_adults,population,start_date,end_date,question,household_type,count
None,159,40,75,all_persons,2017-09-01,2017-09-30,Q13c2,without_children,36
None,159,40,75,all_persons,2017-09-01,2017-09-30,Q13c2,with_only_children,8
None,159,40,75,all_persons,2017-09-01,2017-09-30,Q13c2,unknown_household_type,0
1 Condition,129,19,19,all_persons,2017-09-01,2017-09-30,Q13c2,without_children,91
1 Condition,129,19,19,all_persons,2017-09-01,2017-09-30,Q13c2,with_only_children,0
1 Condition,129,19,19,all_persons,2017-09-01,2017-09-30,Q13c2,unknown_household_type,0
2 Conditions,64,14,2,all_persons,2017-09-01,2017-09-30,Q13c2,without_children,48
2 Conditions,64,14,2,all_persons,2017-09-01,2017-09-30,Q13c2,with_only_children,0
2 Conditions,64,14,2,all_persons,2017-09-01,2017-09-30,Q13c2,unknown_household_type,0
3+ Conditions,36,2,0,all_persons,2017-09-01,2017-09-30,Q13c2,without_children,34
3+ Conditions,36,2,0,all_persons,2017-09-01,2017-09-30,Q13c2,with_only_children,0
3+ Conditions,36,2,0,all_persons,2017-09-01,2017-09-30,Q13c2,unknown_household_type,0
Condition Unknown,0,0,0,all_persons,2017-09-01,2017-09-30,Q13c2,without_children,0
Condition Unknown,0,0,0,all_persons,2017-09-01,2017-09-30,Q13c2,with_only_children,0
Condition Unknown,0,0,0,all_persons,2017-09-01,2017-09-30,Q13c2,unknown_household_type,0
Client Doesn't Know/Client Refused,0,0,0,all_persons,2017-09-01,2017-09-30,Q13c2,without_children,0
Client Doesn't Know/Client Refused,0,0,0,all_persons,2017-09-01,2017-09-30,Q13c2,with_only_children,0
Client Doesn't Know/Client Refused,0,0,0,all_persons,2017-09-01,2017-09-30,Q13c2,unknown_household_type,0
Data Not Collected,13,2,2,all_persons,2017-09-01,2017-09-30,Q13c2,without_children,5
Data Not Collected,13,2,2,all_persons,2017-09-01,2017-09-30,Q13c2,with_only_children,1
Data Not Collected,13,2,2,all_persons,2017-09-01,2017-09-30,Q13c2,unknown_household_type,3
