ch_status_persons,total,population,start_date,end_date,question,household_type,count
Chronically Homeless ,57,all_persons,2017-09-01,2017-09-30,Q26b,without_children,50
Chronically Homeless ,57,all_persons,2017-09-01,2017-09-30,Q26b,with_children_and_adults,7
Chronically Homeless ,57,all_persons,2017-09-01,2017-09-30,Q26b,with_only_children,0
Chronically Homeless ,57,all_persons,2017-09-01,2017-09-30,Q26b,unknown_household_type,0
Not Chronically Homeless,495,all_persons,2017-09-01,2017-09-30,Q26b,without_children,218
Not Chronically Homeless,495,all_persons,2017-09-01,2017-09-30,Q26b,with_children_and_adults,266
Not Chronically Homeless,495,all_persons,2017-09-01,2017-09-30,Q26b,with_only_children,10
Not Chronically Homeless,495,all_persons,2017-09-01,2017-09-30,Q26b,unknown_household_type,1
Client Doesn't Know/Client Refused,5,all_persons,2017-09-01,2017-09-30,Q26b,without_children,5
Client Doesn't Know/Client Refused,5,all_persons,2017-09-01,2017-09-30,Q26b,with_children_and_adults,0
Client Doesn't Know/Client Refused,5,all_persons,2017-09-01,2017-09-30,Q26b,with_only_children,0
Client Doesn't Know/Client Refused,5,all_persons,2017-09-01,2017-09-30,Q26b,unknown_household_type,0
Data Not Collected,23,all_persons,2017-09-01,2017-09-30,Q26b,without_children,20
Data Not Collected,23,all_persons,2017-09-01,2017-09-30,Q26b,with_children_and_adults,1
Data Not Collected,23,all_persons,2017-09-01,2017-09-30,Q26b,with_only_children,0
Data Not Collected,23,all_persons,2017-09-01,2017-09-30,Q26b,unknown_household_type,2
