conditions,total,adults_in_hh_with_children_and_adults,children_in_hh_with_children_and_adults,population,start_date,end_date,question,household_type,count
Mental Health Disorder,122,20,5,all_persons,2017-09-01,2017-09-30,Q13a1,without_children,96
Mental Health Disorder,122,20,5,all_persons,2017-09-01,2017-09-30,Q13a1,with_only_children,1
Mental Health Disorder,122,20,5,all_persons,2017-09-01,2017-09-30,Q13a1,unknown_household_type,0
Alcohol Use Disorder,17,0,0,all_persons,2017-09-01,2017-09-30,Q13a1,without_children,17
Alcohol Use Disorder,17,0,0,all_persons,2017-09-01,2017-09-30,Q13a1,with_only_children,0
Alcohol Use Disorder,17,0,0,all_persons,2017-09-01,2017-09-30,Q13a1,unknown_household_type,0
Drug Use Disorder,12,3,0,all_persons,2017-09-01,2017-09-30,Q13a1,without_children,9
Drug Use Disorder,12,3,0,all_persons,2017-09-01,2017-09-30,Q13a1,with_only_children,0
Drug Use Disorder,12,3,0,all_persons,2017-09-01,2017-09-30,Q13a1,unknown_household_type,0
Both Alcohol and Drug Use Disorders,21,1,0,all_persons,2017-09-01,2017-09-30,Q13a1,without_children,19
Both Alcohol and Drug Use Disorders,21,1,0,all_persons,2017-09-01,2017-09-30,Q13a1,with_only_children,1
Both Alcohol and Drug Use Disorders,21,1,0,all_persons,2017-09-01,2017-09-30,Q13a1,unknown_household_type,0
Chronic Health Condition,71,17,7,all_persons,2017-09-01,2017-09-30,Q13a1,without_children,47
Chronic Health Condition,71,17,7,all_persons,2017-09-01,2017-09-30,Q13a1,with_only_children,0
Chronic Health Condition,71,17,7,all_persons,2017-09-01,2017-09-30,Q13a1,unknown_household_type,0
HIV/AIDS,99,3,0,all_persons,2017-09-01,2017-09-30,Q13a1,without_children,96
HIV/AIDS,99,3,0,all_persons,2017-09-01,2017-09-30,Q13a1,with_only_children,0
HIV/AIDS,99,3,0,all_persons,2017-09-01,2017-09-30,Q13a1,unknown_household_type,0
Development Disability,28,5,12,all_persons,2017-09-01,2017-09-30,Q13a1,without_children,11
Development Disability,28,5,12,all_persons,2017-09-01,2017-09-30,Q13a1,with_only_children,0
Development Disability,28,5,12,all_persons,2017-09-01,2017-09-30,Q13a1,unknown_household_type,0
Physical Disability,75,16,2,all_persons,2017-09-01,2017-09-30,Q13a1,without_children,57
Physical Disability,75,16,2,all_persons,2017-09-01,2017-09-30,Q13a1,with_only_children,0
Physical Disability,75,16,2,all_persons,2017-09-01,2017-09-30,Q13a1,unknown_household_type,0
