ch_status_households,total,population,start_date,end_date,question,household_type,count
Chronically Homeless ,51,all_households,2017-09-01,2017-09-30,Q26a,without_children,49
Chronically Homeless ,51,all_households,2017-09-01,2017-09-30,Q26a,with_children_and_adults,2
Chronically Homeless ,51,all_households,2017-09-01,2017-09-30,Q26a,with_only_children,0
Chronically Homeless ,51,all_households,2017-09-01,2017-09-30,Q26a,unknown_household_type,0
Not Chronically Homeless,263,all_households,2017-09-01,2017-09-30,Q26a,without_children,190
Not Chronically Homeless,263,all_households,2017-09-01,2017-09-30,Q26a,with_children_and_adults,72
Not Chronically Homeless,263,all_households,2017-09-01,2017-09-30,Q26a,with_only_children,1
Not Chronically Homeless,263,all_households,2017-09-01,2017-09-30,Q26a,unknown_household_type,0
Client Doesn't Know/Client Refused,5,all_households,2017-09-01,2017-09-30,Q26a,without_children,5
Client Doesn't Know/Client Refused,5,all_households,2017-09-01,2017-09-30,Q26a,with_children_and_adults,0
Client Doesn't Know/Client Refused,5,all_households,2017-09-01,2017-09-30,Q26a,with_only_children,0
Client Doesn't Know/Client Refused,5,all_households,2017-09-01,2017-09-30,Q26a,unknown_household_type,0
Data Not Collected,15,all_households,2017-09-01,2017-09-30,Q26a,without_children,14
Data Not Collected,15,all_households,2017-09-01,2017-09-30,Q26a,with_children_and_adults,1
Data Not Collected,15,all_households,2017-09-01,2017-09-30,Q26a,with_only_children,0
Data Not Collected,15,all_households,2017-09-01,2017-09-30,Q26a,unknown_household_type,0
