conditions,total,adults_in_hh_with_children_and_adults,children_in_hh_with_children_and_adults,population,start_date,end_date,question,household_type,count
Mental Health Disorder,101,16,5,stayers,2017-09-01,2017-09-30,Q13c1,without_children,80
Mental Health Disorder,101,16,5,stayers,2017-09-01,2017-09-30,Q13c1,with_only_children,0
Mental Health Disorder,101,16,5,stayers,2017-09-01,2017-09-30,Q13c1,unknown_household_type,0
Alcohol Use Disorder,14,0,0,stayers,2017-09-01,2017-09-30,Q13c1,without_children,14
Alcohol Use Disorder,14,0,0,stayers,2017-09-01,2017-09-30,Q13c1,with_only_children,0
Alcohol Use Disorder,14,0,0,stayers,2017-09-01,2017-09-30,Q13c1,unknown_household_type,0
Drug Use Disorder,9,1,0,stayers,2017-09-01,2017-09-30,Q13c1,without_children,8
Drug Use Disorder,9,1,0,stayers,2017-09-01,2017-09-30,Q13c1,with_only_children,0
Drug Use Disorder,9,1,0,stayers,2017-09-01,2017-09-30,Q13c1,unknown_household_type,0
Both Alcohol and Drug Use Disorders,18,1,0,stayers,2017-09-01,2017-09-30,Q13c1,without_children,17
Both Alcohol and Drug Use Disorders,18,1,0,stayers,2017-09-01,2017-09-30,Q13c1,with_only_children,0
Both Alcohol and Drug Use Disorders,18,1,0,stayers,2017-09-01,2017-09-30,Q13c1,unknown_household_type,0
Chronic Health Condition,61,16,5,stayers,2017-09-01,2017-09-30,Q13c1,without_children,40
Chronic Health Condition,61,16,5,stayers,2017-09-01,2017-09-30,Q13c1,with_only_children,0
Chronic Health Condition,61,16,5,stayers,2017-09-01,2017-09-30,Q13c1,unknown_household_type,0
HIV/AIDS,76,2,0,stayers,2017-09-01,2017-09-30,Q13c1,without_children,74
HIV/AIDS,76,2,0,stayers,2017-09-01,2017-09-30,Q13c1,with_only_children,0
HIV/AIDS,76,2,0,stayers,2017-09-01,2017-09-30,Q13c1,unknown_household_type,0
Development Disability,25,5,11,stayers,2017-09-01,2017-09-30,Q13c1,without_children,9
Development Disability,25,5,11,stayers,2017-09-01,2017-09-30,Q13c1,with_only_children,0
Development Disability,25,5,11,stayers,2017-09-01,2017-09-30,Q13c1,unknown_household_type,0
Physical Disability,61,12,2,stayers,2017-09-01,2017-09-30,Q13c1,without_children,47
Physical Disability,61,12,2,stayers,2017-09-01,2017-09-30,Q13c1,with_only_children,0
Physical Disability,61,12,2,stayers,2017-09-01,2017-09-30,Q13c1,unknown_household_type,0
