dv_history,total,population,start_date,end_date,question,household_type,count
Yes,51,all_persons,2017-09-01,2017-09-30,Q14a,without_children,31
Yes,51,all_persons,2017-09-01,2017-09-30,Q14a,with_children_and_adults,20
Yes,51,all_persons,2017-09-01,2017-09-30,Q14a,with_only_children,0
Yes,51,all_persons,2017-09-01,2017-09-30,Q14a,unknown_household_type,0
No,327,all_persons,2017-09-01,2017-09-30,Q14a,without_children,232
No,327,all_persons,2017-09-01,2017-09-30,Q14a,with_children_and_adults,94
No,327,all_persons,2017-09-01,2017-09-30,Q14a,with_only_children,1
No,327,all_persons,2017-09-01,2017-09-30,Q14a,unknown_household_type,0
Client Doesn't Know/Client Refused,3,all_persons,2017-09-01,2017-09-30,Q14a,without_children,3
Client Doesn't Know/Client Refused,3,all_persons,2017-09-01,2017-09-30,Q14a,with_children_and_adults,0
Client Doesn't Know/Client Refused,3,all_persons,2017-09-01,2017-09-30,Q14a,with_only_children,0
Client Doesn't Know/Client Refused,3,all_persons,2017-09-01,2017-09-30,Q14a,unknown_household_type,0
Data Not Collected,30,all_persons,2017-09-01,2017-09-30,Q14a,without_children,27
Data Not Collected,30,all_persons,2017-09-01,2017-09-30,Q14a,with_children_and_adults,2
Data Not Collected,30,all_persons,2017-09-01,2017-09-30,Q14a,with_only_children,0
Data Not Collected,30,all_persons,2017-09-01,2017-09-30,Q14a,unknown_household_type,1
