income_range,population,start_date,end_date,question,status,count
No Income,adults,2017-09-01,2017-09-30,Q16,income_at_start,120
No Income,adults,2017-09-01,2017-09-30,Q16,income_at_latest_annual_assessment_for_stayers,11
No Income,adults,2017-09-01,2017-09-30,Q16,income_at_exit_for_leavers,28
$1 -  $150,adults,2017-09-01,2017-09-30,Q16,income_at_start,3
$1 -  $150,adults,2017-09-01,2017-09-30,Q16,income_at_latest_annual_assessment_for_stayers,1
$1 -  $150,adults,2017-09-01,2017-09-30,Q16,income_at_exit_for_leavers,0
$151 - $250,adults,2017-09-01,2017-09-30,Q16,income_at_start,5
$151 - $250,adults,2017-09-01,2017-09-30,Q16,income_at_latest_annual_assessment_for_stayers,0
$151 - $250,adults,2017-09-01,2017-09-30,Q16,income_at_exit_for_leavers,1
$251 - $500,adults,2017-09-01,2017-09-30,Q16,income_at_start,21
$251 - $500,adults,2017-09-01,2017-09-30,Q16,income_at_latest_annual_assessment_for_stayers,0
$251 - $500,adults,2017-09-01,2017-09-30,Q16,income_at_exit_for_leavers,4
$501 - $1000,adults,2017-09-01,2017-09-30,Q16,income_at_start,86
$501 - $1000,adults,2017-09-01,2017-09-30,Q16,income_at_latest_annual_assessment_for_stayers,13
$501 - $1000,adults,2017-09-01,2017-09-30,Q16,income_at_exit_for_leavers,22
$1001 - $1500,adults,2017-09-01,2017-09-30,Q16,income_at_start,69
$1001 - $1500,adults,2017-09-01,2017-09-30,Q16,income_at_latest_annual_assessment_for_stayers,11
$1001 - $1500,adults,2017-09-01,2017-09-30,Q16,income_at_exit_for_leavers,19
$1501 - $2000,adults,2017-09-01,2017-09-30,Q16,income_at_start,31
$1501 - $2000,adults,2017-09-01,2017-09-30,Q16,income_at_latest_annual_assessment_for_stayers,4
$1501 - $2000,adults,2017-09-01,2017-09-30,Q16,income_at_exit_for_leavers,7
$2001+,adults,2017-09-01,2017-09-30,Q16,income_at_start,25
$2001+,adults,2017-09-01,2017-09-30,Q16,income_at_latest_annual_assessment_for_stayers,1
$2001+,adults,2017-09-01,2017-09-30,Q16,income_at_exit_for_leavers,16
Client Doesn't Know/Client Refused,adults,2017-09-01,2017-09-30,Q16,income_at_start,2
Client Doesn't Know/Client Refused,adults,2017-09-01,2017-09-30,Q16,income_at_latest_annual_assessment_for_stayers,0
Client Doesn't Know/Client Refused,adults,2017-09-01,2017-09-30,Q16,income_at_exit_for_leavers,3
Data Not Collected,adults,2017-09-01,2017-09-30,Q16,income_at_start,48
Data Not Collected,adults,2017-09-01,2017-09-30,Q16,income_at_latest_annual_assessment_for_stayers,6
Data Not Collected,adults,2017-09-01,2017-09-30,Q16,income_at_exit_for_leavers,18
Number of Adult Stayers not yet Required to Have an Annual Assessment,adults,2017-09-01,2017-09-30,Q16,income_at_start,0
Number of Adult Stayers not yet Required to Have an Annual Assessment,adults,2017-09-01,2017-09-30,Q16,income_at_latest_annual_assessment_for_stayers,178
Number of Adult Stayers not yet Required to Have an Annual Assessment,adults,2017-09-01,2017-09-30,Q16,income_at_exit_for_leavers,0
Number of Adult Stayers without Required Annual Assessment,adults,2017-09-01,2017-09-30,Q16,income_at_start,0
Number of Adult Stayers without Required Annual Assessment,adults,2017-09-01,2017-09-30,Q16,income_at_latest_annual_assessment_for_stayers,67
Number of Adult Stayers without Required Annual Assessment,adults,2017-09-01,2017-09-30,Q16,income_at_exit_for_leavers,0
Total Adults,adults,2017-09-01,2017-09-30,Q16,income_at_start,410
Total Adults,adults,2017-09-01,2017-09-30,Q16,income_at_latest_annual_assessment_for_stayers,292
Total Adults,adults,2017-09-01,2017-09-30,Q16,income_at_exit_for_leavers,118
