living_situation,total,population,start_date,end_date,question,category,household_type,count
"Emergency shelter, including hotel or motel paid for with emergency shelter voucher",85,all_persons,2017-09-01,2017-09-30,Q15,Homeless Situations,without_children,59
"Emergency shelter, including hotel or motel paid for with emergency shelter voucher",85,all_persons,2017-09-01,2017-09-30,Q15,Homeless Situations,with_children_and_adults,26
"Emergency shelter, including hotel or motel paid for with emergency shelter voucher",85,all_persons,2017-09-01,2017-09-30,Q15,Homeless Situations,with_only_children,0
"Emergency shelter, including hotel or motel paid for with emergency shelter voucher",85,all_persons,2017-09-01,2017-09-30,Q15,Homeless Situations,unknown_household_type,0
Transitional housing for homeless persons (including homeless youth),1,all_persons,2017-09-01,2017-09-30,Q15,Homeless Situations,without_children,1
Transitional housing for homeless persons (including homeless youth),1,all_persons,2017-09-01,2017-09-30,Q15,Homeless Situations,with_children_and_adults,0
Transitional housing for homeless persons (including homeless youth),1,all_persons,2017-09-01,2017-09-30,Q15,Homeless Situations,with_only_children,0
Transitional housing for homeless persons (including homeless youth),1,all_persons,2017-09-01,2017-09-30,Q15,Homeless Situations,unknown_household_type,0
Place not meant for human habitation,47,all_persons,2017-09-01,2017-09-30,Q15,Homeless Situations,without_children,40
Place not meant for human habitation,47,all_persons,2017-09-01,2017-09-30,Q15,Homeless Situations,with_children_and_adults,7
Place not meant for human habitation,47,all_persons,2017-09-01,2017-09-30,Q15,Homeless Situations,with_only_children,0
Place not meant for human habitation,47,all_persons,2017-09-01,2017-09-30,Q15,Homeless Situations,unknown_household_type,0
Safe Haven,0,all_persons,2017-09-01,2017-09-30,Q15,Homeless Situations,without_children,0
Safe Haven,0,all_persons,2017-09-01,2017-09-30,Q15,Homeless Situations,with_children_and_adults,0
Safe Haven,0,all_persons,2017-09-01,2017-09-30,Q15,Homeless Situations,with_only_children,0
Safe Haven,0,all_persons,2017-09-01,2017-09-30,Q15,Homeless Situations,unknown_household_type,0
Host Home,0,all_persons,2017-09-01,2017-09-30,Q15,Homeless Situations,without_children,0
Host Home,0,all_persons,2017-09-01,2017-09-30,Q15,Homeless Situations,with_children_and_adults,0
Host Home,0,all_persons,2017-09-01,2017-09-30,Q15,Homeless Situations,with_only_children,0
Host Home,0,all_persons,2017-09-01,2017-09-30,Q15,Homeless Situations,unknown_household_type,0
Psychiatric hospital or other psychiatric facility,2,all_persons,2017-09-01,2017-09-30,Q15,Institutional Settings,without_children,2
Psychiatric hospital or other psychiatric facility,2,all_persons,2017-09-01,2017-09-30,Q15,Institutional Settings,with_children_and_adults,0
Psychiatric hospital or other psychiatric facility,2,all_persons,2017-09-01,2017-09-30,Q15,Institutional Settings,with_only_children,0
Psychiatric hospital or other psychiatric facility,2,all_persons,2017-09-01,2017-09-30,Q15,Institutional Settings,unknown_household_type,0
Substance abuse treatment facility or detox center,3,all_persons,2017-09-01,2017-09-30,Q15,Institutional Settings,without_children,2
Substance abuse treatment facility or detox center,3,all_persons,2017-09-01,2017-09-30,Q15,Institutional Settings,with_children_and_adults,1
Substance abuse treatment facility or detox center,3,all_persons,2017-09-01,2017-09-30,Q15,Institutional Settings,with_only_children,0
Substance abuse treatment facility or detox center,3,all_persons,2017-09-01,2017-09-30,Q15,Institutional Settings,unknown_household_type,0
Hospital or other residential non-psychiatric medical facility,5,all_persons,2017-09-01,2017-09-30,Q15,Institutional Settings,without_children,4
Hospital or other residential non-psychiatric medical facility,5,all_persons,2017-09-01,2017-09-30,Q15,Institutional Settings,with_children_and_adults,1
Hospital or other residential non-psychiatric medical facility,5,all_persons,2017-09-01,2017-09-30,Q15,Institutional Settings,with_only_children,0
Hospital or other residential non-psychiatric medical facility,5,all_persons,2017-09-01,2017-09-30,Q15,Institutional Settings,unknown_household_type,0
"Jail, prison or juvenile detention facility",11,all_persons,2017-09-01,2017-09-30,Q15,Institutional Settings,without_children,11
"Jail, prison or juvenile detention facility",11,all_persons,2017-09-01,2017-09-30,Q15,Institutional Settings,with_children_and_adults,0
"Jail, prison or juvenile detention facility",11,all_persons,2017-09-01,2017-09-30,Q15,Institutional Settings,with_only_children,0
"Jail, prison or juvenile detention facility",11,all_persons,2017-09-01,2017-09-30,Q15,Institutional Settings,unknown_household_type,0
Foster care home or foster care group home,1,all_persons,2017-09-01,2017-09-30,Q15,Institutional Settings,without_children,1
