race,total,population,start_date,end_date,question,household_type,count
White,426,all_persons,2017-09-01,2017-09-30,Q12a,without_children,212
White,426,all_persons,2017-09-01,2017-09-30,Q12a,with_children_and_adults,207
White,426,all_persons,2017-09-01,2017-09-30,Q12a,with_only_children,6
White,426,all_persons,2017-09-01,2017-09-30,Q12a,unknown_household_type,1
"Black, African American, or African",125,all_persons,2017-09-01,2017-09-30,Q12a,without_children,62
"Black, African American, or African",125,all_persons,2017-09-01,2017-09-30,Q12a,with_children_and_adults,59
"Black, African American, or African",125,all_persons,2017-09-01,2017-09-30,Q12a,with_only_children,4
"Black, African American, or African",125,all_persons,2017-09-01,2017-09-30,Q12a,unknown_household_type,0
Asian or Asian American,1,all_persons,2017-09-01,2017-09-30,Q12a,without_children,1
Asian or Asian American,1,all_persons,2017-09-01,2017-09-30,Q12a,with_children_and_adults,0
Asian or Asian American,1,all_persons,2017-09-01,2017-09-30,Q12a,with_only_children,0
Asian or Asian American,1,all_persons,2017-09-01,2017-09-30,Q12a,unknown_household_type,0
"American Indian, Alaska Native, or Indigenous",1,all_persons,2017-09-01,2017-09-30,Q12a,without_children,1
"American Indian, Alaska Native, or Indigenous",1,all_persons,2017-09-01,2017-09-30,Q12a,with_children_and_adults,0
"American Indian, Alaska Native, or Indigenous",1,all_persons,2017-09-01,2017-09-30,Q12a,with_only_children,0
"American Indian, Alaska Native, or Indigenous",1,all_persons,2017-09-01,2017-09-30,Q12a,unknown_household_type,0
Native Hawaiian or Pacific Islander,0,all_persons,2017-09-01,2017-09-30,Q12a,without_children,0
Native Hawaiian or Pacific Islander,0,all_persons,2017-09-01,2017-09-30,Q12a,with_children_and_adults,0
Native Hawaiian or Pacific Islander,0,all_persons,2017-09-01,2017-09-30,Q12a,with_only_children,0
Native Hawaiian or Pacific Islander,0,all_persons,2017-09-01,2017-09-30,Q12a,unknown_household_type,0
Multiple Races,23,all_persons,2017-09-01,2017-09-30,Q12a,without_children,15
Multiple Races,23,all_persons,2017-09-01,2017-09-30,Q12a,with_children_and_adults,8
Multiple Races,23,all_persons,2017-09-01,2017-09-30,Q12a,with_only_children,0
Multiple Races,23,all_persons,2017-09-01,2017-09-30,Q12a,unknown_household_type,0
Client Doesn't Know/Client Refused,1,all_persons,2017-09-01,2017-09-30,Q12a,without_children,1
Client Doesn't Know/Client Refused,1,all_persons,2017-09-01,2017-09-30,Q12a,with_children_and_adults,0
Client Doesn't Know/Client Refused,1,all_persons,2017-09-01,2017-09-30,Q12a,with_only_children,0
Client Doesn't Know/Client Refused,1,all_persons,2017-09-01,2017-09-30,Q12a,unknown_household_type,0
Data Not Collected,3,all_persons,2017-09-01,2017-09-30,Q12a,without_children,1
Data Not Collected,3,all_persons,2017-09-01,2017-09-30,Q12a,with_children_and_adults,0
Data Not Collected,3,all_persons,2017-09-01,2017-09-30,Q12a,with_only_children,0
Data Not Collected,3,all_persons,2017-09-01,2017-09-30,Q12a,unknown_household_type,2
