veteran_status_persons,total,population,start_date,end_date,question,household_type,count
Chronically Homeless Veteran,16,all_persons,2017-09-01,2017-09-30,Q25a,without_children,16
Chronically Homeless Veteran,16,all_persons,2017-09-01,2017-09-30,Q25a,with_children_and_adults,0
Chronically Homeless Veteran,16,all_persons,2017-09-01,2017-09-30,Q25a,unknown_household_type,0
Non-Chronically Homeless Veteran,14,all_persons,2017-09-01,2017-09-30,Q25a,without_children,7
Non-Chronically Homeless Veteran,14,all_persons,2017-09-01,2017-09-30,Q25a,with_children_and_adults,7
Non-Chronically Homeless Veteran,14,all_persons,2017-09-01,2017-09-30,Q25a,unknown_household_type,0
Not a Veteran,368,all_persons,2017-09-01,2017-09-30,Q25a,without_children,258
Not a Veteran,368,all_persons,2017-09-01,2017-09-30,Q25a,with_children_and_adults,109
Not a Veteran,368,all_persons,2017-09-01,2017-09-30,Q25a,unknown_household_type,1
Client Doesn't Know/Client Refused,1,all_persons,2017-09-01,2017-09-30,Q25a,without_children,1
Client Doesn't Know/Client Refused,1,all_persons,2017-09-01,2017-09-30,Q25a,with_children_and_adults,0
Client Doesn't Know/Client Refused,1,all_persons,2017-09-01,2017-09-30,Q25a,unknown_household_type,0
Data Not Collected,11,all_persons,2017-09-01,2017-09-30,Q25a,without_children,11
Data Not Collected,11,all_persons,2017-09-01,2017-09-30,Q25a,with_children_and_adults,0
Data Not Collected,11,all_persons,2017-09-01,2017-09-30,Q25a,unknown_household_type,0
