count_non_cash_benefits,population,start_date,end_date,question,status,count
No Sources,all_persons,2017-09-01,2017-09-30,Q20b,benefit_at_entry,252
No Sources,all_persons,2017-09-01,2017-09-30,Q20b,benefit_at_latest_annual_assessment_for_stayers,21
No Sources,all_persons,2017-09-01,2017-09-30,Q20b,benefit_at_exit_for_leavers,67
1 + Source(s),all_persons,2017-09-01,2017-09-30,Q20b,benefit_at_entry,120
1 + Source(s),all_persons,2017-09-01,2017-09-30,Q20b,benefit_at_latest_annual_assessment_for_stayers,21
1 + Source(s),all_persons,2017-09-01,2017-09-30,Q20b,benefit_at_exit_for_leavers,39
Client Doesn't Know/Client Refused,all_persons,2017-09-01,2017-09-30,Q20b,benefit_at_entry,1
Client Doesn't Know/Client Refused,all_persons,2017-09-01,2017-09-30,Q20b,benefit_at_latest_annual_assessment_for_stayers,0
Client Doesn't Know/Client Refused,all_persons,2017-09-01,2017-09-30,Q20b,benefit_at_exit_for_leavers,1
Data Not Collected/Not stayed long enough for Annual Assessment,all_persons,2017-09-01,2017-09-30,Q20b,benefit_at_entry,37
Data Not Collected/Not stayed long enough for Annual Assessment,all_persons,2017-09-01,2017-09-30,Q20b,benefit_at_latest_annual_assessment_for_stayers,250
Data Not Collected/Not stayed long enough for Annual Assessment,all_persons,2017-09-01,2017-09-30,Q20b,benefit_at_exit_for_leavers,11
