veteran_status_persons,total,population,start_date,end_date,question,household_type,count
Chronically Homeless Veteran,1,all_persons,2015-08-01,2015-08-31,Q25a,without_children,1
Chronically Homeless Veteran,1,all_persons,2015-08-01,2015-08-31,Q25a,with_children_and_adults,0
Chronically Homeless Veteran,1,all_persons,2015-08-01,2015-08-31,Q25a,unknown_household_type,0
Non-Chronically Homeless Veteran,11,all_persons,2015-08-01,2015-08-31,Q25a,without_children,8
Non-Chronically Homeless Veteran,11,all_persons,2015-08-01,2015-08-31,Q25a,with_children_and_adults,3
Non-Chronically Homeless Veteran,11,all_persons,2015-08-01,2015-08-31,Q25a,unknown_household_type,0
Not a Veteran,339,all_persons,2015-08-01,2015-08-31,Q25a,without_children,236
Not a Veteran,339,all_persons,2015-08-01,2015-08-31,Q25a,with_children_and_adults,102
Not a Veteran,339,all_persons,2015-08-01,2015-08-31,Q25a,unknown_household_type,1
Client Doesn't Know/Client Refused,2,all_persons,2015-08-01,2015-08-31,Q25a,without_children,2
Client Doesn't Know/Client Refused,2,all_persons,2015-08-01,2015-08-31,Q25a,with_children_and_adults,0
Client Doesn't Know/Client Refused,2,all_persons,2015-08-01,2015-08-31,Q25a,unknown_household_type,0
Data Not Collected,5,all_persons,2015-08-01,2015-08-31,Q25a,without_children,5
Data Not Collected,5,all_persons,2015-08-01,2015-08-31,Q25a,with_children_and_adults,0
Data Not Collected,5,all_persons,2015-08-01,2015-08-31,Q25a,unknown_household_type,0
