conditions,total,adults_in_hh_with_children_and_adults,children_in_hh_with_children_and_adults,population,start_date,end_date,question,household_type,count
Mental Health Disorder,96,15,7,start,2015-08-01,2015-08-31,Q13a1,without_children,74
Mental Health Disorder,96,15,7,start,2015-08-01,2015-08-31,Q13a1,with_only_children,0
Mental Health Disorder,96,15,7,start,2015-08-01,2015-08-31,Q13a1,unknown_household_type,0
Alcohol Use Disorder,15,1,0,start,2015-08-01,2015-08-31,Q13a1,without_children,14
Alcohol Use Disorder,15,1,0,start,2015-08-01,2015-08-31,Q13a1,with_only_children,0
Alcohol Use Disorder,15,1,0,start,2015-08-01,2015-08-31,Q13a1,unknown_household_type,0
Drug Use Disorder,4,2,0,start,2015-08-01,2015-08-31,Q13a1,without_children,2
Drug Use Disorder,4,2,0,start,2015-08-01,2015-08-31,Q13a1,with_only_children,0
Drug Use Disorder,4,2,0,start,2015-08-01,2015-08-31,Q13a1,unknown_household_type,0
Both Alcohol and Drug Use Disorders,15,1,0,start,2015-08-01,2015-08-31,Q13a1,without_children,14
Both Alcohol and Drug Use Disorders,15,1,0,start,2015-08-01,2015-08-31,Q13a1,with_only_children,0
Both Alcohol and Drug Use Disorders,15,1,0,start,2015-08-01,2015-08-31,Q13a1,unknown_household_type,0
Chronic Health Condition,44,7,3,start,2015-08-01,2015-08-31,Q13a1,without_children,34
Chronic Health Condition,44,7,3,start,2015-08-01,2015-08-31,Q13a1,with_only_children,0
Chronic Health Condition,44,7,3,start,2015-08-01,2015-08-31,Q13a1,unknown_household_type,0
HIV/AIDS,83,3,0,start,2015-08-01,2015-08-31,Q13a1,without_children,80
HIV/AIDS,83,3,0,start,2015-08-01,2015-08-31,Q13a1,with_only_children,0
HIV/AIDS,83,3,0,start,2015-08-01,2015-08-31,Q13a1,unknown_household_type,0
Development Disability,20,5,8,start,2015-08-01,2015-08-31,Q13a1,without_children,7
Development Disability,20,5,8,start,2015-08-01,2015-08-31,Q13a1,with_only_children,0
Development Disability,20,5,8,start,2015-08-01,2015-08-31,Q13a1,unknown_household_type,0
Physical Disability,55,8,4,start,2015-08-01,2015-08-31,Q13a1,without_children,43
Physical Disability,55,8,4,start,2015-08-01,2015-08-31,Q13a1,with_only_children,0
Physical Disability,55,8,4,start,2015-08-01,2015-08-31,Q13a1,unknown_household_type,0
