race,total,population,start_date,end_date,question,household_type,count
White,339,all_persons,2015-08-01,2015-08-31,Q12a,without_children,179
White,339,all_persons,2015-08-01,2015-08-31,Q12a,with_children_and_adults,159
White,339,all_persons,2015-08-01,2015-08-31,Q12a,with_only_children,0
White,339,all_persons,2015-08-01,2015-08-31,Q12a,unknown_household_type,1
"Black, African American, or African",111,all_persons,2015-08-01,2015-08-31,Q12a,without_children,55
"Black, African American, or African",111,all_persons,2015-08-01,2015-08-31,Q12a,with_children_and_adults,54
"Black, African American, or African",111,all_persons,2015-08-01,2015-08-31,Q12a,with_only_children,2
"Black, African American, or African",111,all_persons,2015-08-01,2015-08-31,Q12a,unknown_household_type,0
Asian or Asian American,1,all_persons,2015-08-01,2015-08-31,Q12a,without_children,1
Asian or Asian American,1,all_persons,2015-08-01,2015-08-31,Q12a,with_children_and_adults,0
Asian or Asian American,1,all_persons,2015-08-01,2015-08-31,Q12a,with_only_children,0
Asian or Asian American,1,all_persons,2015-08-01,2015-08-31,Q12a,unknown_household_type,0
"American Indian, Alaska Native, or Indigenous",0,all_persons,2015-08-01,2015-08-31,Q12a,without_children,0
"American Indian, Alaska Native, or Indigenous",0,all_persons,2015-08-01,2015-08-31,Q12a,with_children_and_adults,0
"American Indian, Alaska Native, or Indigenous",0,all_persons,2015-08-01,2015-08-31,Q12a,with_only_children,0
"American Indian, Alaska Native, or Indigenous",0,all_persons,2015-08-01,2015-08-31,Q12a,unknown_household_type,0
Native Hawaiian or Pacific Islander,0,all_persons,2015-08-01,2015-08-31,Q12a,without_children,0
Native Hawaiian or Pacific Islander,0,all_persons,2015-08-01,2015-08-31,Q12a,with_children_and_adults,0
Native Hawaiian or Pacific Islander,0,all_persons,2015-08-01,2015-08-31,Q12a,with_only_children,0
Native Hawaiian or Pacific Islander,0,all_persons,2015-08-01,2015-08-31,Q12a,unknown_household_type,0
Multiple Races,52,all_persons,2015-08-01,2015-08-31,Q12a,without_children,14
Multiple Races,52,all_persons,2015-08-01,2015-08-31,Q12a,with_children_and_adults,38
Multiple Races,52,all_persons,2015-08-01,2015-08-31,Q12a,with_only_children,0
Multiple Races,52,all_persons,2015-08-01,2015-08-31,Q12a,unknown_household_type,0
Client Doesn't Know/Client Refused,1,all_persons,2015-08-01,2015-08-31,Q12a,without_children,1
Client Doesn't Know/Client Refused,1,all_persons,2015-08-01,2015-08-31,Q12a,with_children_and_adults,0
Client Doesn't Know/Client Refused,1,all_persons,2015-08-01,2015-08-31,Q12a,with_only_children,0
Client Doesn't Know/Client Refused,1,all_persons,2015-08-01,2015-08-31,Q12a,unknown_household_type,0
Data Not Collected,3,all_persons,2015-08-01,2015-08-31,Q12a,without_children,2
Data Not Collected,3,all_persons,2015-08-01,2015-08-31,Q12a,with_children_and_adults,0
Data Not Collected,3,all_persons,2015-08-01,2015-08-31,Q12a,with_only_children,0
Data Not Collected,3,all_persons,2015-08-01,2015-08-31,Q12a,unknown_household_type,1
