ch_status_persons,total,population,start_date,end_date,question,household_type,count
Chronically Homeless ,23,all_persons,2015-08-01,2015-08-31,Q26b,without_children,20
Chronically Homeless ,23,all_persons,2015-08-01,2015-08-31,Q26b,with_children_and_adults,3
Chronically Homeless ,23,all_persons,2015-08-01,2015-08-31,Q26b,with_only_children,0
Chronically Homeless ,23,all_persons,2015-08-01,2015-08-31,Q26b,unknown_household_type,0
Not Chronically Homeless,397,all_persons,2015-08-01,2015-08-31,Q26b,without_children,163
Not Chronically Homeless,397,all_persons,2015-08-01,2015-08-31,Q26b,with_children_and_adults,232
Not Chronically Homeless,397,all_persons,2015-08-01,2015-08-31,Q26b,with_only_children,2
Not Chronically Homeless,397,all_persons,2015-08-01,2015-08-31,Q26b,unknown_household_type,0
Client Doesn't Know/Client Refused,1,all_persons,2015-08-01,2015-08-31,Q26b,without_children,1
Client Doesn't Know/Client Refused,1,all_persons,2015-08-01,2015-08-31,Q26b,with_children_and_adults,0
Client Doesn't Know/Client Refused,1,all_persons,2015-08-01,2015-08-31,Q26b,with_only_children,0
Client Doesn't Know/Client Refused,1,all_persons,2015-08-01,2015-08-31,Q26b,unknown_household_type,0
Data Not Collected,86,all_persons,2015-08-01,2015-08-31,Q26b,without_children,68
Data Not Collected,86,all_persons,2015-08-01,2015-08-31,Q26b,with_children_and_adults,16
Data Not Collected,86,all_persons,2015-08-01,2015-08-31,Q26b,with_only_children,0
Data Not Collected,86,all_persons,2015-08-01,2015-08-31,Q26b,unknown_household_type,2
