length,total,population,start_date,end_date,question,status,count
30 days or less,140,all_persons,2015-08-01,2015-08-31,Q22a1,leavers,32
30 days or less,140,all_persons,2015-08-01,2015-08-31,Q22a1,stayers,108
31 to 60 days,78,all_persons,2015-08-01,2015-08-31,Q22a1,leavers,12
31 to 60 days,78,all_persons,2015-08-01,2015-08-31,Q22a1,stayers,66
61 to 90 days,61,all_persons,2015-08-01,2015-08-31,Q22a1,leavers,1
61 to 90 days,61,all_persons,2015-08-01,2015-08-31,Q22a1,stayers,60
91 to 180 days,61,all_persons,2015-08-01,2015-08-31,Q22a1,leavers,25
91 to 180 days,61,all_persons,2015-08-01,2015-08-31,Q22a1,stayers,36
181 to 365 days,58,all_persons,2015-08-01,2015-08-31,Q22a1,leavers,5
181 to 365 days,58,all_persons,2015-08-01,2015-08-31,Q22a1,stayers,53
366 to 730 Days (1-2 Yrs),18,all_persons,2015-08-01,2015-08-31,Q22a1,leavers,1
366 to 730 Days (1-2 Yrs),18,all_persons,2015-08-01,2015-08-31,Q22a1,stayers,17
"731 to 1,095 Days (2-3 Yrs)",15,all_persons,2015-08-01,2015-08-31,Q22a1,leavers,0
"731 to 1,095 Days (2-3 Yrs)",15,all_persons,2015-08-01,2015-08-31,Q22a1,stayers,15
"1,096 to 1,460 Days (3-4 Yrs)",13,all_persons,2015-08-01,2015-08-31,Q22a1,leavers,0
"1,096 to 1,460 Days (3-4 Yrs)",13,all_persons,2015-08-01,2015-08-31,Q22a1,stayers,13
"1,461 to 1,825 Days (5-5 Yrs)",12,all_persons,2015-08-01,2015-08-31,Q22a1,leavers,0
"1,461 to 1,825 Days (5-5 Yrs)",12,all_persons,2015-08-01,2015-08-31,Q22a1,stayers,12
"More than 1,825 Days (>5 Yrs)",51,all_persons,2015-08-01,2015-08-31,Q22a1,leavers,0
"More than 1,825 Days (>5 Yrs)",51,all_persons,2015-08-01,2015-08-31,Q22a1,stayers,51
Data Not Collected,0,all_persons,2015-08-01,2015-08-31,Q22a1,leavers,0
Data Not Collected,0,all_persons,2015-08-01,2015-08-31,Q22a1,stayers,0
