dv_history,total,population,start_date,end_date,question,household_type,count
Yes,37,all_persons,2015-08-01,2015-08-31,Q14a,without_children,16
Yes,37,all_persons,2015-08-01,2015-08-31,Q14a,with_children_and_adults,21
Yes,37,all_persons,2015-08-01,2015-08-31,Q14a,with_only_children,0
Yes,37,all_persons,2015-08-01,2015-08-31,Q14a,unknown_household_type,0
No,302,all_persons,2015-08-01,2015-08-31,Q14a,without_children,216
No,302,all_persons,2015-08-01,2015-08-31,Q14a,with_children_and_adults,86
No,302,all_persons,2015-08-01,2015-08-31,Q14a,with_only_children,0
No,302,all_persons,2015-08-01,2015-08-31,Q14a,unknown_household_type,0
Client Doesn't Know/Client Refused,2,all_persons,2015-08-01,2015-08-31,Q14a,without_children,2
Client Doesn't Know/Client Refused,2,all_persons,2015-08-01,2015-08-31,Q14a,with_children_and_adults,0
Client Doesn't Know/Client Refused,2,all_persons,2015-08-01,2015-08-31,Q14a,with_only_children,0
Client Doesn't Know/Client Refused,2,all_persons,2015-08-01,2015-08-31,Q14a,unknown_household_type,0
Data Not Collected,19,all_persons,2015-08-01,2015-08-31,Q14a,without_children,18
Data Not Collected,19,all_persons,2015-08-01,2015-08-31,Q14a,with_children_and_adults,0
Data Not Collected,19,all_persons,2015-08-01,2015-08-31,Q14a,with_only_children,0
Data Not Collected,19,all_persons,2015-08-01,2015-08-31,Q14a,unknown_household_type,1
