health_insurance,population,start_date,end_date,question,status,count
MEDICAID,all_persons,2015-08-01,2015-08-31,Q21,at_start,204
MEDICAID,all_persons,2015-08-01,2015-08-31,Q21,at_annual_assessment_for_stayers,18
MEDICAID,all_persons,2015-08-01,2015-08-31,Q21,at_exit_for_leavers,32
MEDICARE,all_persons,2015-08-01,2015-08-31,Q21,at_start,46
MEDICARE,all_persons,2015-08-01,2015-08-31,Q21,at_annual_assessment_for_stayers,8
MEDICARE,all_persons,2015-08-01,2015-08-31,Q21,at_exit_for_leavers,4
State Children's Health Insurance Program,all_persons,2015-08-01,2015-08-31,Q21,at_start,7
State Children's Health Insurance Program,all_persons,2015-08-01,2015-08-31,Q21,at_annual_assessment_for_stayers,0
State Children's Health Insurance Program,all_persons,2015-08-01,2015-08-31,Q21,at_exit_for_leavers,0
Veteran's Administration (VA) Medical Services,all_persons,2015-08-01,2015-08-31,Q21,at_start,3
Veteran's Administration (VA) Medical Services,all_persons,2015-08-01,2015-08-31,Q21,at_annual_assessment_for_stayers,0
Veteran's Administration (VA) Medical Services,all_persons,2015-08-01,2015-08-31,Q21,at_exit_for_leavers,0
Employer - Provided Health Insurance,all_persons,2015-08-01,2015-08-31,Q21,at_start,21
Employer - Provided Health Insurance,all_persons,2015-08-01,2015-08-31,Q21,at_annual_assessment_for_stayers,0
Employer - Provided Health Insurance,all_persons,2015-08-01,2015-08-31,Q21,at_exit_for_leavers,1
Health Insurance obtained through COBRA,all_persons,2015-08-01,2015-08-31,Q21,at_start,0
Health Insurance obtained through COBRA,all_persons,2015-08-01,2015-08-31,Q21,at_annual_assessment_for_stayers,0
Health Insurance obtained through COBRA,all_persons,2015-08-01,2015-08-31,Q21,at_exit_for_leavers,0
Private Pay Health Insurance,all_persons,2015-08-01,2015-08-31,Q21,at_start,29
Private Pay Health Insurance,all_persons,2015-08-01,2015-08-31,Q21,at_annual_assessment_for_stayers,1
Private Pay Health Insurance,all_persons,2015-08-01,2015-08-31,Q21,at_exit_for_leavers,2
State Health Insurance for Adults,all_persons,2015-08-01,2015-08-31,Q21,at_start,8
State Health Insurance for Adults,all_persons,2015-08-01,2015-08-31,Q21,at_annual_assessment_for_stayers,1
State Health Insurance for Adults,all_persons,2015-08-01,2015-08-31,Q21,at_exit_for_leavers,1
Indian Health Services Program,all_persons,2015-08-01,2015-08-31,Q21,at_start,0
Indian Health Services Program,all_persons,2015-08-01,2015-08-31,Q21,at_annual_assessment_for_stayers,0
Indian Health Services Program,all_persons,2015-08-01,2015-08-31,Q21,at_exit_for_leavers,0
Other,all_persons,2015-08-01,2015-08-31,Q21,at_start,0
Other,all_persons,2015-08-01,2015-08-31,Q21,at_annual_assessment_for_stayers,0
Other,all_persons,2015-08-01,2015-08-31,Q21,at_exit_for_leavers,0
No Health Insurance,all_persons,2015-08-01,2015-08-31,Q21,at_start,202
No Health Insurance,all_persons,2015-08-01,2015-08-31,Q21,at_annual_assessment_for_stayers,2
No Health Insurance,all_persons,2015-08-01,2015-08-31,Q21,at_exit_for_leavers,37
Client Doesn't Know/Client Refused,all_persons,2015-08-01,2015-08-31,Q21,at_start,0
Client Doesn't Know/Client Refused,all_persons,2015-08-01,2015-08-31,Q21,at_annual_assessment_for_stayers,0
Client Doesn't Know/Client Refused,all_persons,2015-08-01,2015-08-31,Q21,at_exit_for_leavers,0
Data Not Collected,all_persons,2015-08-01,2015-08-31,Q21,at_start,29
Data Not Collected,all_persons,2015-08-01,2015-08-31,Q21,at_annual_assessment_for_stayers,85
Data Not Collected,all_persons,2015-08-01,2015-08-31,Q21,at_exit_for_leavers,2
Number of Stayers not yet Required To Have an Annual Assessment,all_persons,2015-08-01,2015-08-31,Q21,at_start,0
Number of Stayers not yet Required To Have an Annual Assessment,all_persons,2015-08-01,2015-08-31,Q21,at_annual_assessment_for_stayers,323
Number of Stayers not yet Required To Have an Annual Assessment,all_persons,2015-08-01,2015-08-31,Q21,at_exit_for_leavers,0
1 Source of Health Insurance,all_persons,2015-08-01,2015-08-31,Q21,at_start,242
1 Source of Health Insurance,all_persons,2015-08-01,2015-08-31,Q21,at_annual_assessment_for_stayers,14
1 Source of Health Insurance,all_persons,2015-08-01,2015-08-31,Q21,at_exit_for_leavers,34
More than 1 Source of Health Insurance,all_persons,2015-08-01,2015-08-31,Q21,at_start,37
More than 1 Source of Health Insurance,all_persons,2015-08-01,2015-08-31,Q21,at_annual_assessment_for_stayers,7
More than 1 Source of Health Insurance,all_persons,2015-08-01,2015-08-31,Q21,at_exit_for_leavers,3
