conditions,total,adults_in_hh_with_children_and_adults,children_in_hh_with_children_and_adults,population,start_date,end_date,question,household_type,count
Mental Health Disorder,232,20,5,start,2020-01-01,2020-01-31,Q13a1,without_children,207
Mental Health Disorder,232,20,5,start,2020-01-01,2020-01-31,Q13a1,with_only_children,0
Mental Health Disorder,232,20,5,start,2020-01-01,2020-01-31,Q13a1,unknown_household_type,0
Alcohol Use Disorder,45,0,0,start,2020-01-01,2020-01-31,Q13a1,without_children,45
Alcohol Use Disorder,45,0,0,start,2020-01-01,2020-01-31,Q13a1,with_only_children,0
Alcohol Use Disorder,45,0,0,start,2020-01-01,2020-01-31,Q13a1,unknown_household_type,0
Drug Use Disorder,32,3,0,start,2020-01-01,2020-01-31,Q13a1,without_children,29
Drug Use Disorder,32,3,0,start,2020-01-01,2020-01-31,Q13a1,with_only_children,0
Drug Use Disorder,32,3,0,start,2020-01-01,2020-01-31,Q13a1,unknown_household_type,0
Both Alcohol and Drug Use Disorders,33,3,0,start,2020-01-01,2020-01-31,Q13a1,without_children,30
Both Alcohol and Drug Use Disorders,33,3,0,start,2020-01-01,2020-01-31,Q13a1,with_only_children,0
Both Alcohol and Drug Use Disorders,33,3,0,start,2020-01-01,2020-01-31,Q13a1,unknown_household_type,0
Chronic Health Condition,107,11,1,start,2020-01-01,2020-01-31,Q13a1,without_children,95
Chronic Health Condition,107,11,1,start,2020-01-01,2020-01-31,Q13a1,with_only_children,0
Chronic Health Condition,107,11,1,start,2020-01-01,2020-01-31,Q13a1,unknown_household_type,0
HIV/AIDS,96,7,0,start,2020-01-01,2020-01-31,Q13a1,without_children,89
HIV/AIDS,96,7,0,start,2020-01-01,2020-01-31,Q13a1,with_only_children,0
HIV/AIDS,96,7,0,start,2020-01-01,2020-01-31,Q13a1,unknown_household_type,0
Development Disability,53,2,9,start,2020-01-01,2020-01-31,Q13a1,without_children,41
Development Disability,53,2,9,start,2020-01-01,2020-01-31,Q13a1,with_only_children,0
Development Disability,53,2,9,start,2020-01-01,2020-01-31,Q13a1,unknown_household_type,1
Physical Disability,149,21,1,start,2020-01-01,2020-01-31,Q13a1,without_children,127
Physical Disability,149,21,1,start,2020-01-01,2020-01-31,Q13a1,with_only_children,0
Physical Disability,149,21,1,start,2020-01-01,2020-01-31,Q13a1,unknown_household_type,0
