ch_status_households,total,population,start_date,end_date,question,household_type,count
Chronically Homeless ,103,all_households,2020-01-01,2020-01-31,Q26a,without_children,97
Chronically Homeless ,103,all_households,2020-01-01,2020-01-31,Q26a,with_children_and_adults,6
Chronically Homeless ,103,all_households,2020-01-01,2020-01-31,Q26a,with_only_children,0
Chronically Homeless ,103,all_households,2020-01-01,2020-01-31,Q26a,unknown_household_type,0
Not Chronically Homeless,635,all_households,2020-01-01,2020-01-31,Q26a,without_children,516
Not Chronically Homeless,635,all_households,2020-01-01,2020-01-31,Q26a,with_children_and_adults,117
Not Chronically Homeless,635,all_households,2020-01-01,2020-01-31,Q26a,with_only_children,0
Not Chronically Homeless,635,all_households,2020-01-01,2020-01-31,Q26a,unknown_household_type,2
Client Doesn't Know/Client Refused,7,all_households,2020-01-01,2020-01-31,Q26a,without_children,6
Client Doesn't Know/Client Refused,7,all_households,2020-01-01,2020-01-31,Q26a,with_children_and_adults,1
Client Doesn't Know/Client Refused,7,all_households,2020-01-01,2020-01-31,Q26a,with_only_children,0
Client Doesn't Know/Client Refused,7,all_households,2020-01-01,2020-01-31,Q26a,unknown_household_type,0
Data Not Collected,19,all_households,2020-01-01,2020-01-31,Q26a,without_children,14
Data Not Collected,19,all_households,2020-01-01,2020-01-31,Q26a,with_children_and_adults,4
Data Not Collected,19,all_households,2020-01-01,2020-01-31,Q26a,with_only_children,0
Data Not Collected,19,all_households,2020-01-01,2020-01-31,Q26a,unknown_household_type,1
