dv_fleeing,total,population,start_date,end_date,question,household_type,count
Yes,40,all_persons,2020-01-01,2020-01-31,Q14b,without_children,24
Yes,40,all_persons,2020-01-01,2020-01-31,Q14b,with_children_and_adults,16
Yes,40,all_persons,2020-01-01,2020-01-31,Q14b,with_only_children,0
Yes,40,all_persons,2020-01-01,2020-01-31,Q14b,unknown_household_type,0
No,189,all_persons,2020-01-01,2020-01-31,Q14b,without_children,143
No,189,all_persons,2020-01-01,2020-01-31,Q14b,with_children_and_adults,46
No,189,all_persons,2020-01-01,2020-01-31,Q14b,with_only_children,0
No,189,all_persons,2020-01-01,2020-01-31,Q14b,unknown_household_type,0
Client Doesn't Know/Client Refused,0,all_persons,2020-01-01,2020-01-31,Q14b,without_children,0
Client Doesn't Know/Client Refused,0,all_persons,2020-01-01,2020-01-31,Q14b,with_children_and_adults,0
Client Doesn't Know/Client Refused,0,all_persons,2020-01-01,2020-01-31,Q14b,with_only_children,0
Client Doesn't Know/Client Refused,0,all_persons,2020-01-01,2020-01-31,Q14b,unknown_household_type,0
Data Not Collected,4,all_persons,2020-01-01,2020-01-31,Q14b,without_children,3
Data Not Collected,4,all_persons,2020-01-01,2020-01-31,Q14b,with_children_and_adults,1
Data Not Collected,4,all_persons,2020-01-01,2020-01-31,Q14b,with_only_children,0
Data Not Collected,4,all_persons,2020-01-01,2020-01-31,Q14b,unknown_household_type,0
