ch_status_persons,total,population,start_date,end_date,question,household_type,count
Chronically Homeless ,124,all_persons,2020-01-01,2020-01-31,Q26b,without_children,101
Chronically Homeless ,124,all_persons,2020-01-01,2020-01-31,Q26b,with_children_and_adults,23
Chronically Homeless ,124,all_persons,2020-01-01,2020-01-31,Q26b,with_only_children,0
Chronically Homeless ,124,all_persons,2020-01-01,2020-01-31,Q26b,unknown_household_type,0
Not Chronically Homeless,1087,all_persons,2020-01-01,2020-01-31,Q26b,without_children,604
Not Chronically Homeless,1087,all_persons,2020-01-01,2020-01-31,Q26b,with_children_and_adults,459
Not Chronically Homeless,1087,all_persons,2020-01-01,2020-01-31,Q26b,with_only_children,12
Not Chronically Homeless,1087,all_persons,2020-01-01,2020-01-31,Q26b,unknown_household_type,12
Client Doesn't Know/Client Refused,7,all_persons,2020-01-01,2020-01-31,Q26b,without_children,6
Client Doesn't Know/Client Refused,7,all_persons,2020-01-01,2020-01-31,Q26b,with_children_and_adults,1
Client Doesn't Know/Client Refused,7,all_persons,2020-01-01,2020-01-31,Q26b,with_only_children,0
Client Doesn't Know/Client Refused,7,all_persons,2020-01-01,2020-01-31,Q26b,unknown_household_type,0
Data Not Collected,28,all_persons,2020-01-01,2020-01-31,Q26b,without_children,18
Data Not Collected,28,all_persons,2020-01-01,2020-01-31,Q26b,with_children_and_adults,8
Data Not Collected,28,all_persons,2020-01-01,2020-01-31,Q26b,with_only_children,1
Data Not Collected,28,all_persons,2020-01-01,2020-01-31,Q26b,unknown_household_type,1
